click_rate_click_user_cnt,click_rate_show_user_cnt,click_rate_click_rate,chat_start_rate_chat_user_cnt,chat_start_rate_click_user_cnt,chat_start_rate_chat_start_rate,avg_chat_rounds_total_chat_rounds,avg_chat_rounds_chat_user_cnt,avg_chat_rounds_avg_chat_rounds,sticky_score_total_return_users,sticky_score_sticky_score,avg_chat_rounds_user_total_chat_rounds,avg_chat_rounds_user_total_user_cnt,avg_chat_rounds_user_avg_chat_rounds_per_user,avg_retention_days_user_cnt,avg_retention_days_avg_retention_days,prompt_id,bot_type,event_date,avg_chat_rounds_user_error
3902.0,39729.0,0.0982,1688.0,3902.0,0.4326,35405.0,1688.0,20.97,2701,1867216,459802.0,17457.0,26.34,2542.0,1.55,3wQALO7A5GuBvZ9ytpHPA,non_sora,2025-01-30,
3471.0,31518.0,0.1101,1881.0,3471.0,0.5419,31142.0,1881.0,16.56,1302,471973,205920.0,10597.0,19.43,98.0,1.8,S1prLVl7ez3ZYDrHlYSeR,non_sora,2025-01-30,
3975.0,25588.0,0.1553,1868.0,3975.0,0.4699,30989.0,1868.0,16.59,373,134179,82265.0,4962.0,16.58,0.0,,NLKpwlpni6tRC7MNCvM9T,non_sora,2025-01-30,
2814.0,25383.0,0.1109,1330.0,2814.0,0.4726,30286.0,1330.0,22.77,2579,2137130,448365.0,15988.0,28.04,2336.0,1.73,_Qwn_vt6M2LTj620mMj1c,non_sora,2025-01-30,
4618.0,36217.0,0.1275,2393.0,4618.0,0.5182,69024.0,2393.0,28.84,5586,3763854,933188.0,23321.0,40.01,4499.0,1.79,YNPHLWWXZ38amS3NhZHxr,non_sora,2025-01-31,
4899.0,38261.0,0.128,2850.0,4899.0,0.5818,62219.0,2850.0,21.83,5730,3731835,906801.0,31802.0,28.51,4117.0,1.75,Sd4Yl-TJp6SNIplWMZapH,non_sora,2025-01-31,
4372.0,44197.0,0.0989,2571.0,4372.0,0.5881,50795.0,2571.0,19.76,3901,2007620,554732.0,21025.0,26.38,3030.0,1.67,odvQMgn0TWi5VWBxi4EUu,non_sora,2025-01-31,
2799.0,54646.0,0.0512,1420.0,2799.0,0.5073,47432.0,1420.0,33.4,3040,3072046,648962.0,14848.0,43.71,2516.0,1.79,4CXDeRD-u9U72xC6c6WRz,non_sora,2025-01-31,
4704.0,21251.0,0.2214,2970.0,4704.0,0.6314,46007.0,2970.0,15.49,761,212643,136731.0,8265.0,16.54,0.0,,kdKKXeSs-UDwJSXl5Rne3,non_sora,2025-01-31,
2582.0,15696.0,0.1645,1943.0,2582.0,0.7525,39265.0,1943.0,20.21,167,74342,63522.0,3038.0,20.91,0.0,,sN6bR7fCDeAEsI7z9kuiH,non_sora,2025-01-31,
3117.0,13229.0,0.2356,1812.0,3117.0,0.5813,34043.0,1812.0,18.79,677,279551,129054.0,6578.0,19.62,0.0,,wTIK-FWcPoJDpYLzwJP9d,non_sora,2025-01-31,
3074.0,28621.0,0.1074,1460.0,3074.0,0.475,33898.0,1460.0,23.22,2602,2173504,461416.0,16371.0,28.18,2574.0,1.69,_Qwn_vt6M2LTj620mMj1c,non_sora,2025-01-31,
3223.0,42597.0,0.0757,1519.0,3223.0,0.4713,33080.0,1519.0,21.78,2426,1863776,438992.0,15058.0,29.15,1887.0,1.75,60LJPpsh-Y1xrEm8HLf11,non_sora,2025-01-31,
1867.0,31598.0,0.0591,1040.0,1867.0,0.557,32575.0,1040.0,31.32,1706,1596924,390728.0,9559.0,40.88,967.0,1.71,xGh5CwK5gubLpVhw_jX4r,non_sora,2025-01-31,
5487.0,43294.0,0.1267,3202.0,5487.0,0.5836,68844.0,3202.0,21.5,5909,3868601,936886.0,32940.0,28.44,4327.0,1.74,Sd4Yl-TJp6SNIplWMZapH,non_sora,2025-02-01,
4446.0,35916.0,0.1238,2219.0,4446.0,0.4991,65239.0,2219.0,29.4,5754,3865433,951229.0,23578.0,40.34,4499.0,1.8,YNPHLWWXZ38amS3NhZHxr,non_sora,2025-02-01,
3209.0,22006.0,0.1458,2377.0,3209.0,0.7407,51862.0,2377.0,21.82,440,194470,115384.0,5115.0,22.56,0.0,,sN6bR7fCDeAEsI7z9kuiH,non_sora,2025-02-01,
4267.0,21036.0,0.2028,2406.0,4267.0,0.5639,45856.0,2406.0,19.06,860,376335,174910.0,8743.0,20.01,0.0,,wTIK-FWcPoJDpYLzwJP9d,non_sora,2025-02-01,
3676.0,35967.0,0.1022,2090.0,3676.0,0.5686,43644.0,2090.0,20.88,4032,2075295,570808.0,21607.0,26.42,3033.0,1.67,odvQMgn0TWi5VWBxi4EUu,non_sora,2025-02-01,
2427.0,38142.0,0.0636,1284.0,2427.0,0.529,40331.0,1284.0,31.41,1826,1705392,412651.0,10104.0,40.84,1063.0,1.69,xGh5CwK5gubLpVhw_jX4r,non_sora,2025-02-01,
3572.0,50747.0,0.0704,1734.0,3572.0,0.4854,40245.0,1734.0,23.21,2527,1963762,463041.0,15900.0,29.12,2227.0,1.7,60LJPpsh-Y1xrEm8HLf11,non_sora,2025-02-01,
3534.0,32216.0,0.1097,1566.0,3534.0,0.4431,38624.0,1566.0,24.66,2670,2223493,479024.0,16822.0,28.48,2678.0,1.66,_Qwn_vt6M2LTj620mMj1c,non_sora,2025-02-01,
2707.0,37453.0,0.0723,1398.0,2707.0,0.5164,38009.0,1398.0,27.19,2179,1686727,438958.0,12854.0,34.15,1609.0,1.63,nXSiraA3E4E1NMTDQkfmR,non_sora,2025-02-01,
2264.0,37395.0,0.0605,1125.0,2264.0,0.4969,36909.0,1125.0,32.81,3109,3146559,655905.0,14898.0,44.03,2578.0,1.83,4CXDeRD-u9U72xC6c6WRz,non_sora,2025-02-01,
3.0,46.0,0.0652,2.0,3.0,0.6667,17.0,2.0,8.5,1,1176,223.0,6.0,37.17,1.0,4.0,6GaY6yFp35TpMVXCEZZVV,sora,2025-02-02,
7452.0,61238.0,0.1217,3479.0,7452.0,0.4669,81929.0,3479.0,23.55,347,310573,120647.0,4743.0,25.44,0.0,,CmycpDbmhMcz6VR8bxdCu,non_sora,2025-02-02,
5155.0,44199.0,0.1166,2460.0,5155.0,0.4772,72442.0,2460.0,29.45,5789,3885119,961964.0,23692.0,40.6,4310.0,1.83,YNPHLWWXZ38amS3NhZHxr,non_sora,2025-02-02,
5409.0,46370.0,0.1166,3100.0,5409.0,0.5731,67904.0,3100.0,21.9,5990,3907659,951858.0,33314.0,28.57,4176.0,1.75,Sd4Yl-TJp6SNIplWMZapH,non_sora,2025-02-02,
5750.0,44684.0,0.1287,1992.0,5750.0,0.3464,48568.0,1992.0,24.38,1,495,48587.0,1993.0,24.38,0.0,,z4gk8c2ovwqta-8MhAdAd,non_sora,2025-02-02,
4070.0,38432.0,0.1059,2079.0,4070.0,0.5108,46635.0,2079.0,22.43,1360,957891,279674.0,9141.0,30.6,1146.0,1.73,eOX4o6yhz8wU0EoqBt7u7,non_sora,2025-02-02,
2972.0,61587.0,0.0483,1459.0,2972.0,0.4909,44449.0,1459.0,30.47,3055,3088069,653747.0,14946.0,43.74,2441.0,1.87,4CXDeRD-u9U72xC6c6WRz,non_sora,2025-02-02,
3209.0,65782.0,0.0488,1546.0,3209.0,0.4818,43433.0,1546.0,28.09,2045,1890327,413460.0,10295.0,40.16,1477.0,1.83,aZRexAbZBDAjPNglNT2Jh,non_sora,2025-02-02,
4497.0,22751.0,0.1977,2464.0,4497.0,0.5479,42914.0,2464.0,17.42,1145,499074,217824.0,10866.0,20.05,0.0,,wTIK-FWcPoJDpYLzwJP9d,non_sora,2025-02-02,
2745.0,21874.0,0.1255,1994.0,2745.0,0.7264,41394.0,1994.0,20.76,769,350210,156778.0,6714.0,23.35,0.0,,sN6bR7fCDeAEsI7z9kuiH,non_sora,2025-02-02,
4284.0,48716.0,0.0879,1784.0,4284.0,0.4164,39265.0,1784.0,22.01,2725,1956771,482364.0,18097.0,26.65,2741.0,1.57,3wQALO7A5GuBvZ9ytpHPA,non_sora,2025-02-02,
5042.0,42207.0,0.1195,2378.0,5042.0,0.4716,74363.0,2378.0,31.27,5811,3951066,976567.0,23963.0,40.75,4486.0,1.83,YNPHLWWXZ38amS3NhZHxr,non_sora,2025-02-03,
4027.0,48567.0,0.0829,2549.0,4027.0,0.633,72243.0,2549.0,28.34,132,61425,81035.0,2850.0,28.43,0.0,,msr-wKmkoWePop6sIr_Tr,non_sora,2025-02-03,
5030.0,43797.0,0.1148,2859.0,5030.0,0.5684,61396.0,2859.0,21.47,6036,3887033,960863.0,33671.0,28.54,4306.0,1.76,Sd4Yl-TJp6SNIplWMZapH,non_sora,2025-02-03,
9911.0,40662.0,0.2437,4614.0,9911.0,0.4655,59217.0,4614.0,12.83,390,96368,93321.0,7079.0,13.18,0.0,,kbvei5-sPZiJWJEQ9t273,non_sora,2025-02-03,
2490.0,51555.0,0.0483,1245.0,2490.0,0.5,40158.0,1245.0,32.26,2979,3022439,639124.0,14612.0,43.74,2348.0,1.9,4CXDeRD-u9U72xC6c6WRz,non_sora,2025-02-03,
3780.0,42752.0,0.0884,2095.0,3780.0,0.5542,39854.0,2095.0,19.02,3941,2025564,564267.0,21383.0,26.39,2825.0,1.71,odvQMgn0TWi5VWBxi4EUu,non_sora,2025-02-03,
2251.0,13665.0,0.1647,1289.0,2251.0,0.5726,39094.0,1289.0,30.33,845,688970,159741.0,5464.0,29.24,0.0,,CmycpDbmhMcz6VR8bxdCu,non_sora,2025-02-03,
2902.0,62429.0,0.0465,1398.0,2902.0,0.4817,38672.0,1398.0,27.66,2105,1900425,422163.0,10676.0,39.54,1502.0,1.82,aZRexAbZBDAjPNglNT2Jh,non_sora,2025-02-03,
2964.0,32819.0,0.0903,1583.0,2964.0,0.5341,36373.0,1583.0,22.98,795,512385,195829.0,6195.0,31.61,495.0,1.75,3MCLI44QfHynMXGdgWg_N,non_sora,2025-02-03,
4031.0,46219.0,0.0872,1654.0,4031.0,0.4103,33856.0,1654.0,20.47,2733,1990327,486941.0,18270.0,26.65,2779.0,1.59,3wQALO7A5GuBvZ9ytpHPA,non_sora,2025-02-03,
5059.0,42994.0,0.1177,2428.0,5059.0,0.4799,71771.0,2428.0,29.56,5929,4016072,994454.0,24380.0,40.79,4596.0,1.83,YNPHLWWXZ38amS3NhZHxr,non_sora,2025-02-04,
4883.0,45213.0,0.108,2826.0,4883.0,0.5787,62237.0,2826.0,22.02,6037,3911002,964742.0,33735.0,28.6,4439.0,1.75,Sd4Yl-TJp6SNIplWMZapH,non_sora,2025-02-04,
3538.0,28677.0,0.1234,1847.0,3538.0,0.522,44521.0,1847.0,24.1,1072,927591,204262.0,6880.0,29.69,0.0,,CmycpDbmhMcz6VR8bxdCu,non_sora,2025-02-04,
3892.0,32488.0,0.1198,1926.0,3892.0,0.4949,43206.0,1926.0,22.43,15,6585,43658.0,1939.0,22.52,0.0,,Y4wp1oNXP6i0Oenvcx1uW,non_sora,2025-02-04,
2281.0,46588.0,0.049,1186.0,2281.0,0.5199,42014.0,1186.0,35.42,2931,2993495,628425.0,14317.0,43.89,2295.0,1.93,4CXDeRD-u9U72xC6c6WRz,non_sora,2025-02-04,
2238.0,36774.0,0.0609,1193.0,2238.0,0.5331,39672.0,1193.0,33.25,2114,1951408,464009.0,11259.0,41.21,1259.0,1.68,xGh5CwK5gubLpVhw_jX4r,non_sora,2025-02-04,
3509.0,36048.0,0.0973,1947.0,3509.0,0.5549,39762.0,1947.0,20.42,3952,2007676,564777.0,21437.0,26.35,2799.0,1.71,odvQMgn0TWi5VWBxi4EUu,non_sora,2025-02-04,
2942.0,33923.0,0.0867,1629.0,2942.0,0.5537,37718.0,1629.0,23.15,972,573164,222262.0,7313.0,30.39,510.0,1.7,3MCLI44QfHynMXGdgWg_N,non_sora,2025-02-04,
2369.0,56130.0,0.0422,1153.0,2369.0,0.4867,36077.0,1153.0,31.29,33,31815,38713.0,1232.0,31.42,0.0,,bXXRwIiddY13LV0vtMzaK,non_sora,2025-02-04,
1850.0,32338.0,0.0572,757.0,1850.0,0.4092,33592.0,757.0,44.38,1856,2176978,430648.0,7451.0,57.8,1498.0,2.08,6oxVJFk8r0if_N_7mtzU3,non_sora,2025-02-04,
5061.0,43067.0,0.1175,2393.0,5061.0,0.4728,74814.0,2393.0,31.26,6026,4092234,1016214.0,24803.0,40.97,4830.0,1.81,YNPHLWWXZ38amS3NhZHxr,non_sora,2025-02-05,
5171.0,48849.0,0.1059,2951.0,5171.0,0.5707,67820.0,2951.0,22.98,6106,3929232,978034.0,34077.0,28.7,4604.0,1.74,Sd4Yl-TJp6SNIplWMZapH,non_sora,2025-02-05,
5752.0,36064.0,0.1595,2703.0,5752.0,0.4699,53026.0,2703.0,19.62,5,1350,53134.0,2713.0,19.58,0.0,,VKbOQlQGed6JWlIwQWQiZ,non_sora,2025-02-05,
2625.0,21947.0,0.1196,1436.0,2625.0,0.547,37701.0,1436.0,26.25,1332,1184578,241963.0,7856.0,30.8,0.0,,CmycpDbmhMcz6VR8bxdCu,non_sora,2025-02-05,
2197.0,40274.0,0.0546,1134.0,2197.0,0.5162,35495.0,1134.0,31.3,2932,2956266,617903.0,14152.0,43.66,2216.0,1.93,4CXDeRD-u9U72xC6c6WRz,non_sora,2025-02-05,
2355.0,50183.0,0.0469,1185.0,2355.0,0.5032,34475.0,1185.0,29.09,2282,2014845,447968.0,11454.0,39.11,1665.0,1.81,aZRexAbZBDAjPNglNT2Jh,non_sora,2025-02-05,
3376.0,49777.0,0.0678,1652.0,3376.0,0.4893,33047.0,1652.0,20.0,2687,2050287,493737.0,17330.0,28.49,2740.0,1.71,60LJPpsh-Y1xrEm8HLf11,non_sora,2025-02-05,
2182.0,38786.0,0.0563,1191.0,2182.0,0.5458,33009.0,1191.0,27.72,2189,1974954,473371.0,11575.0,40.9,1461.0,1.67,xGh5CwK5gubLpVhw_jX4r,non_sora,2025-02-05,
1718.0,31344.0,0.0548,725.0,1718.0,0.422,31672.0,725.0,43.69,1868,2223371,433407.0,7443.0,58.23,1467.0,2.06,6oxVJFk8r0if_N_7mtzU3,non_sora,2025-02-05,
2365.0,21644.0,0.1093,1279.0,2365.0,0.5408,30640.0,1279.0,23.96,3958,2044382,561751.0,21147.0,26.56,3058.0,1.67,odvQMgn0TWi5VWBxi4EUu,non_sora,2025-02-05,
5368.0,45952.0,0.1168,2563.0,5368.0,0.4775,75672.0,2563.0,29.52,6130,4124801,1036404.0,25237.0,41.07,4973.0,1.81,YNPHLWWXZ38amS3NhZHxr,non_sora,2025-02-06,
5657.0,51766.0,0.1093,3192.0,5657.0,0.5643,69645.0,3192.0,21.82,6175,3969624,1001536.0,34940.0,28.66,4955.0,1.71,Sd4Yl-TJp6SNIplWMZapH,non_sora,2025-02-06,
8530.0,59170.0,0.1442,4257.0,8530.0,0.4991,53069.0,4257.0,12.47,392,119264,80562.0,5784.0,13.93,0.0,,px-z8dmGowTe6gHBYiSbU,non_sora,2025-02-06,
5688.0,28489.0,0.1997,3687.0,5688.0,0.6482,46275.0,3687.0,12.55,25,15760,51526.0,4056.0,12.7,0.0,,23fWetHFtsrR7E03qzkcU,non_sora,2025-02-06,
7315.0,44408.0,0.1647,3655.0,7315.0,0.4997,44692.0,3655.0,12.23,289,76008,96295.0,8131.0,11.84,0.0,,yKmTc1LmaIvGwnqAk94Fz,non_sora,2025-02-06,
4036.0,63535.0,0.0635,1999.0,4036.0,0.4953,43876.0,1999.0,21.95,2746,2065098,508885.0,18047.0,28.2,2912.0,1.7,60LJPpsh-Y1xrEm8HLf11,non_sora,2025-02-06,
3218.0,66035.0,0.0487,1550.0,3218.0,0.4817,42588.0,1550.0,27.48,2378,2060438,470188.0,12184.0,38.59,1847.0,1.75,aZRexAbZBDAjPNglNT2Jh,non_sora,2025-02-06,
3520.0,39519.0,0.0891,2004.0,3520.0,0.5693,39980.0,2004.0,19.95,4004,2026894,573706.0,21667.0,26.48,3165.0,1.67,odvQMgn0TWi5VWBxi4EUu,non_sora,2025-02-06,
6730.0,37465.0,0.1796,3027.0,6730.0,0.4498,38470.0,3027.0,12.71,66,20577,50091.0,3929.0,12.75,0.0,,DJTpjsS6eESYijMbYCW79,non_sora,2025-02-06,
2174.0,39931.0,0.0544,1173.0,2174.0,0.5396,34082.0,1173.0,29.06,2280,2026433,487629.0,12020.0,40.57,1672.0,1.66,xGh5CwK5gubLpVhw_jX4r,non_sora,2025-02-06,
1.0,46.0,0.0217,1.0,1.0,1.0,1.0,1.0,1.0,1,510,138.0,5.0,27.6,1.0,4.0,6GaY6yFp35TpMVXCEZZVV,sora,2025-02-07,
4998.0,43510.0,0.1149,2496.0,4998.0,0.4994,70340.0,2496.0,28.18,6176,4130736,1034625.0,25287.0,40.92,4962.0,1.81,YNPHLWWXZ38amS3NhZHxr,non_sora,2025-02-07,
5346.0,38656.0,0.1383,3042.0,5346.0,0.569,68664.0,3042.0,22.57,146,125437,88136.0,3390.0,26.0,165.0,2.52,Bi6ktO59LKLvz0qesTklN,non_sora,2025-02-07,
7637.0,42748.0,0.1787,3740.0,7637.0,0.4897,61908.0,3740.0,16.55,340,110986,125815.0,6656.0,18.9,0.0,,VKbOQlQGed6JWlIwQWQiZ,non_sora,2025-02-07,
5333.0,47190.0,0.113,3063.0,5333.0,0.5743,58277.0,3063.0,19.03,6296,3941872,998971.0,35177.0,28.4,5133.0,1.69,Sd4Yl-TJp6SNIplWMZapH,non_sora,2025-02-07,
4320.0,51789.0,0.0834,2350.0,4320.0,0.544,40844.0,2350.0,17.38,4068,1987195,575172.0,22140.0,25.98,2963.0,1.67,odvQMgn0TWi5VWBxi4EUu,non_sora,2025-02-07,
3476.0,39813.0,0.0873,1797.0,3476.0,0.517,37192.0,1797.0,20.7,16,4380,37585.0,1809.0,20.78,0.0,,g2BDDAN7M1GfvJkjPkEgP,non_sora,2025-02-07,
2834.0,61351.0,0.0462,1282.0,2834.0,0.4524,36960.0,1282.0,28.83,2434,2080960,479313.0,12440.0,38.53,1823.0,1.73,aZRexAbZBDAjPNglNT2Jh,non_sora,2025-02-07,
2627.0,59250.0,0.0443,1273.0,2627.0,0.4846,34217.0,1273.0,26.88,2910,2853894,600966.0,14040.0,42.8,2155.0,1.88,4CXDeRD-u9U72xC6c6WRz,non_sora,2025-02-07,
3503.0,54323.0,0.0645,1651.0,3503.0,0.4713,32178.0,1651.0,19.49,2844,2056898,508999.0,18294.0,27.82,2980.0,1.71,60LJPpsh-Y1xrEm8HLf11,non_sora,2025-02-07,
2110.0,35641.0,0.0592,826.0,2110.0,0.3915,31737.0,826.0,38.42,1899,2287203,440135.0,7614.0,57.81,1461.0,2.03,6oxVJFk8r0if_N_7mtzU3,non_sora,2025-02-07,
2.0,52.0,0.0385,1.0,2.0,0.5,30.0,1.0,30.0,0,,105.0,6.0,17.5,1.0,3.0,6GaY6yFp35TpMVXCEZZVV,sora,2025-02-08,
7102.0,39485.0,0.1799,3663.0,7102.0,0.5158,62294.0,3663.0,17.01,786,265534,188109.0,9836.0,19.12,0.0,,VKbOQlQGed6JWlIwQWQiZ,non_sora,2025-02-08,
4713.0,40349.0,0.1168,2247.0,4713.0,0.4768,61214.0,2247.0,27.24,6098,4089705,1030040.0,25471.0,40.44,5006.0,1.8,YNPHLWWXZ38amS3NhZHxr,non_sora,2025-02-08,
4495.0,38103.0,0.118,2696.0,4495.0,0.5998,55421.0,2696.0,20.56,6226,3883877,987578.0,35021.0,28.2,5176.0,1.67,Sd4Yl-TJp6SNIplWMZapH,non_sora,2025-02-08,
7173.0,61555.0,0.1165,4807.0,7173.0,0.6702,53570.0,4807.0,11.14,395,134538,133785.0,11035.0,12.12,0.0,,23fWetHFtsrR7E03qzkcU,non_sora,2025-02-08,
5383.0,41553.0,0.1295,2746.0,5383.0,0.5101,55512.0,2746.0,20.22,32,10333,63040.0,3053.0,20.65,0.0,,pN7S8c3652cpCTWv0Capu,non_sora,2025-02-08,
4908.0,35522.0,0.1382,2725.0,4908.0,0.5552,42819.0,2725.0,15.71,164,75124,66662.0,4115.0,16.2,0.0,,tcPlb6FVrByZCRg3dlCx9,non_sora,2025-02-08,
2778.0,28308.0,0.0981,1533.0,2778.0,0.5518,31171.0,1533.0,20.33,4093,1975007,568162.0,21955.0,25.88,2764.0,1.67,odvQMgn0TWi5VWBxi4EUu,non_sora,2025-02-08,
2248.0,16122.0,0.1394,1470.0,2248.0,0.6539,30411.0,1470.0,20.69,132,41753,50420.0,2304.0,21.88,2.0,3.0,KzyUOhyJt4SXiaUWbB5AK,non_sora,2025-02-08,
2132.0,43653.0,0.0488,1056.0,2132.0,0.4953,30040.0,1056.0,28.45,2879,2796777,587433.0,13853.0,42.4,2193.0,1.83,4CXDeRD-u9U72xC6c6WRz,non_sora,2025-02-08,
1797.0,22690.0,0.0792,961.0,1797.0,0.5348,28201.0,961.0,29.35,533,481699,133747.0,3570.0,37.46,0.0,,bXXRwIiddY13LV0vtMzaK,non_sora,2025-02-08,
2.0,46.0,0.0435,2.0,2.0,1.0,32.0,2.0,16.0,0,,137.0,8.0,17.13,1.0,3.0,6GaY6yFp35TpMVXCEZZVV,sora,2025-02-09,
5637.0,54376.0,0.1037,3161.0,5637.0,0.5608,58284.0,3161.0,18.44,6147,3780260,983917.0,35479.0,27.73,5134.0,1.68,Sd4Yl-TJp6SNIplWMZapH,non_sora,2025-02-09,
7376.0,50385.0,0.1464,3594.0,7376.0,0.4873,57926.0,3594.0,16.12,1092,383816,246035.0,13049.0,18.85,0.0,,VKbOQlQGed6JWlIwQWQiZ,non_sora,2025-02-09,
4772.0,42934.0,0.1111,2118.0,4772.0,0.4438,56123.0,2118.0,26.5,6000,4037457,1021678.0,25439.0,40.16,4956.0,1.82,YNPHLWWXZ38amS3NhZHxr,non_sora,2025-02-09,
4408.0,39313.0,0.1121,2416.0,4408.0,0.5481,48797.0,2416.0,20.2,443,194940,111836.0,5053.0,22.13,0.0,,pN7S8c3652cpCTWv0Capu,non_sora,2025-02-09,
5507.0,40438.0,0.1362,2761.0,5507.0,0.5014,40200.0,2761.0,14.56,88,36247,56287.0,3898.0,14.44,0.0,,lKuPNYbYUNOALAXPga2FV,non_sora,2025-02-09,
3421.0,30844.0,0.1109,2040.0,3421.0,0.5963,38670.0,2040.0,18.96,90,43257,58785.0,2902.0,20.26,0.0,,gi2Cpiz1loQcmSG9J6cX0,non_sora,2025-02-09,
3457.0,39023.0,0.0886,1809.0,3457.0,0.5233,33118.0,1809.0,18.31,3979,1928717,556024.0,21732.0,25.59,2446.0,1.7,odvQMgn0TWi5VWBxi4EUu,non_sora,2025-02-09,
3019.0,22826.0,0.1323,1777.0,3019.0,0.5886,31704.0,1777.0,17.84,1390,563643,242654.0,12076.0,20.09,714.0,1.31,SqRpx-aR6Zh658MhplOLE,non_sora,2025-02-09,
3092.0,30857.0,0.1002,1566.0,3092.0,0.5065,31542.0,1566.0,20.14,2124,1898719,355746.0,11050.0,32.19,0.0,,CmycpDbmhMcz6VR8bxdCu,non_sora,2025-02-09,
1713.0,34073.0,0.0503,713.0,1713.0,0.4162,29306.0,713.0,41.1,1869,2353926,443585.0,7489.0,59.23,1426.0,2.06,6oxVJFk8r0if_N_7mtzU3,non_sora,2025-02-09,
2.0,42.0,0.0476,2.0,2.0,1.0,173.0,2.0,86.5,1,360,310.0,9.0,34.44,1.0,6.0,6GaY6yFp35TpMVXCEZZVV,sora,2025-02-10,
9887.0,18320.0,0.5397,6198.0,9887.0,0.6269,99727.0,6198.0,16.09,202,74331,119258.0,7414.0,16.09,0.0,,5DSYfPShq69jTsT3ETOaj,non_sora,2025-02-10,
4694.0,44579.0,0.1053,2045.0,4694.0,0.4357,66932.0,2045.0,32.73,5891,4041401,1016016.0,25194.0,40.33,4952.0,1.84,YNPHLWWXZ38amS3NhZHxr,non_sora,2025-02-10,
5734.0,56983.0,0.1006,3164.0,5734.0,0.5518,66150.0,3164.0,20.91,6052,3685756,973551.0,35467.0,27.45,4929.0,1.71,Sd4Yl-TJp6SNIplWMZapH,non_sora,2025-02-10,
4960.0,36387.0,0.1363,2352.0,4960.0,0.4742,40973.0,2352.0,17.42,1381,514624,287008.0,15042.0,19.08,0.0,,VKbOQlQGed6JWlIwQWQiZ,non_sora,2025-02-10,
2824.0,20176.0,0.14,1089.0,2824.0,0.3856,35901.0,1089.0,32.97,129,98701,72082.0,2221.0,32.45,0.0,,RreLXTEAlV3KzaF8dFDYQ,non_sora,2025-02-10,
4580.0,36967.0,0.1239,2667.0,4580.0,0.5823,35137.0,2667.0,13.17,196,95689,78067.0,6229.0,12.53,0.0,,TQQwyKJNPHCxdPCSCvT0r,non_sora,2025-02-10,
4717.0,31142.0,0.1515,3065.0,4717.0,0.6498,32207.0,3065.0,10.51,54,15063,46172.0,4633.0,9.97,1.0,1.0,2Rru4vZdNM9QuJvRgmwOc,non_sora,2025-02-10,
2358.0,51163.0,0.0461,1069.0,2358.0,0.4534,32556.0,1069.0,30.45,2756,2628517,566710.0,13806.0,41.05,2500.0,1.78,4CXDeRD-u9U72xC6c6WRz,non_sora,2025-02-10,
1964.0,34128.0,0.0575,728.0,1964.0,0.3707,32398.0,728.0,44.5,1838,2349878,446536.0,7454.0,59.91,1371.0,2.09,6oxVJFk8r0if_N_7mtzU3,non_sora,2025-02-10,
2594.0,28702.0,0.0904,1491.0,2594.0,0.5748,30732.0,1491.0,20.61,171,97866,80920.0,4425.0,18.29,0.0,,tBpXoLmeD0OsKacSWUvqG,non_sora,2025-02-10,
3.0,43.0,0.0698,2.0,3.0,0.6667,219.0,2.0,109.5,2,1940,529.0,9.0,58.78,1.0,6.0,6GaY6yFp35TpMVXCEZZVV,sora,2025-02-11,
7103.0,12098.0,0.5871,4422.0,7103.0,0.6226,69483.0,4422.0,15.71,1059,326674,188741.0,10943.0,17.25,0.0,,5DSYfPShq69jTsT3ETOaj,non_sora,2025-02-11,
4461.0,38537.0,0.1158,2151.0,4461.0,0.4822,63622.0,2151.0,29.58,5849,4065379,1014669.0,25203.0,40.26,4986.0,1.87,YNPHLWWXZ38amS3NhZHxr,non_sora,2025-02-11,
4853.0,47979.0,0.1011,2878.0,4853.0,0.593,59929.0,2878.0,20.82,5952,3646503,956624.0,35361.0,27.05,4814.0,1.73,Sd4Yl-TJp6SNIplWMZapH,non_sora,2025-02-11,
11266.0,34694.0,0.3247,5943.0,11266.0,0.5275,51771.0,5943.0,8.71,91,14038,59001.0,6766.0,8.72,0.0,,dbVROUVYEiSFUppt3lBuv,non_sora,2025-02-11,
2545.0,59206.0,0.043,1280.0,2545.0,0.5029,38226.0,1280.0,29.86,2749,2633784,570528.0,14053.0,40.6,2566.0,1.79,4CXDeRD-u9U72xC6c6WRz,non_sora,2025-02-11,
3320.0,41538.0,0.0799,1845.0,3320.0,0.5557,35359.0,1845.0,19.16,3944,1921324,550521.0,21881.0,25.16,3149.0,1.66,odvQMgn0TWi5VWBxi4EUu,non_sora,2025-02-11,
3672.0,26120.0,0.1406,1762.0,3672.0,0.4798,30198.0,1762.0,17.14,1677,621313,317206.0,16416.0,19.32,0.0,,VKbOQlQGed6JWlIwQWQiZ,non_sora,2025-02-11,
3886.0,63587.0,0.0611,1691.0,3886.0,0.4352,30200.0,1691.0,17.86,1313,975301,258727.0,8875.0,29.15,1809.0,1.6,TK6prskkeMBwNzF5o1WLr,non_sora,2025-02-11,
3282.0,29643.0,0.1107,1896.0,3282.0,0.5777,28295.0,1896.0,14.92,378,186401,106362.0,7913.0,13.44,0.0,,TQQwyKJNPHCxdPCSCvT0r,non_sora,2025-02-11,
1655.0,27987.0,0.0591,690.0,1655.0,0.4169,26697.0,690.0,38.69,1874,2388628,445092.0,7424.0,59.95,1408.0,2.12,6oxVJFk8r0if_N_7mtzU3,non_sora,2025-02-11,
