click_rate_click_user_cnt,click_rate_show_user_cnt,click_rate_click_rate,chat_start_rate_chat_user_cnt,chat_start_rate_click_user_cnt,chat_start_rate_chat_start_rate,avg_chat_rounds_total_chat_rounds,avg_chat_rounds_chat_user_cnt,avg_chat_rounds_avg_chat_rounds,sticky_score_total_return_users,sticky_score_sticky_score,avg_chat_rounds_user_total_chat_rounds,avg_chat_rounds_user_total_user_cnt,avg_chat_rounds_user_avg_chat_rounds_per_user,avg_retention_days_user_cnt,avg_retention_days_avg_retention_days,prompt_id,bot_type,event_date,avg_chat_rounds_user_error
2443.0,70103.0,0.0348,1274.0,2443.0,0.5215,45935.0,1274.0,36.06,3915,3568322,768815.0,18001.0,42.71,2923.0,1.86,4CXDeRD-u9U72xC6c6WRz,non_sora,2025-03-02,
3050.0,66713.0,0.0457,1735.0,3050.0,0.5689,43805.0,1735.0,25.25,3085,2050160,529737.0,17810.0,29.74,2824.0,1.66,a3FwEv6q5MBUgFpPIk3Pz,non_sora,2025-03-02,
6066.0,66251.0,0.0916,3793.0,6066.0,0.6253,77864.0,3793.0,20.53,17,34362,82463.0,3832.0,21.52,9.0,4.0,s-BuSvuSRP86g9e9E0l7N,non_sora,2025-03-03,
5534.0,67217.0,0.0823,3518.0,5534.0,0.6357,68268.0,3518.0,19.41,3508,1707022,524945.0,23725.0,22.13,2358.0,1.55,94tjAAb3mhPHRfukpT-s4,non_sora,2025-03-03,
5393.0,85321.0,0.0632,3192.0,5393.0,0.5919,67020.0,3192.0,21.0,6314,3318130,892911.0,33056.0,27.01,4251.0,1.68,odvQMgn0TWi5VWBxi4EUu,non_sora,2025-03-03,
3307.0,99245.0,0.0333,1844.0,3307.0,0.5576,58302.0,1844.0,31.62,3923,3621775,782938.0,18373.0,42.61,3006.0,1.88,4CXDeRD-u9U72xC6c6WRz,non_sora,2025-03-03,
2270.0,53659.0,0.0423,1221.0,2270.0,0.5379,49992.0,1221.0,40.94,3394,4078004,698961.0,11189.0,62.47,1901.0,2.25,Pt8xu1p-TSynU9UQ34gZk,non_sora,2025-03-03,
3140.0,62596.0,0.0502,1710.0,3140.0,0.5446,48350.0,1710.0,28.27,3156,2410216,609641.0,17433.0,34.97,2232.0,1.71,nXSiraA3E4E1NMTDQkfmR,non_sora,2025-03-03,
3749.0,51767.0,0.0724,1740.0,3749.0,0.4641,46191.0,1740.0,26.55,3197,2568793,562799.0,19324.0,29.12,3081.0,1.76,_Qwn_vt6M2LTj620mMj1c,non_sora,2025-03-03,
3166.0,38942.0,0.0813,1848.0,3166.0,0.5837,45911.0,1848.0,24.84,4534,3083470,703639.0,24773.0,28.4,2798.0,1.88,Sd4Yl-TJp6SNIplWMZapH,non_sora,2025-03-03,
4805.0,77785.0,0.0618,2060.0,4805.0,0.4287,45342.0,2060.0,22.01,3745,2200957,588574.0,25277.0,23.28,4208.0,1.47,3wQALO7A5GuBvZ9ytpHPA,non_sora,2025-03-03,
2586.0,73830.0,0.035,1150.0,2586.0,0.4447,42996.0,1150.0,37.39,3262,3347924,674173.0,12694.0,53.11,2427.0,2.0,6oxVJFk8r0if_N_7mtzU3,non_sora,2025-03-03,
1.0,0.0,,1.0,1.0,1.0,43.0,1.0,43.0,2,1494,242.0,10.0,24.2,2.0,2.5,6GaY6yFp35TpMVXCEZZVV,sora,2025-03-04,
5048.0,63696.0,0.0793,3219.0,5048.0,0.6377,64304.0,3219.0,19.98,3908,1912379,577790.0,25733.0,22.45,2382.0,1.56,94tjAAb3mhPHRfukpT-s4,non_sora,2025-03-04,
4818.0,79307.0,0.0608,2977.0,4818.0,0.6179,62335.0,2977.0,20.94,6465,3406507,909261.0,33708.0,26.97,4557.0,1.69,odvQMgn0TWi5VWBxi4EUu,non_sora,2025-03-04,
2960.0,90426.0,0.0327,1653.0,2960.0,0.5584,54751.0,1653.0,33.12,4025,3712633,794928.0,18572.0,42.8,3109.0,1.86,4CXDeRD-u9U72xC6c6WRz,non_sora,2025-03-04,
4107.0,60437.0,0.068,1912.0,4107.0,0.4655,48580.0,1912.0,25.41,3273,2650802,582441.0,19976.0,29.16,3461.0,1.75,_Qwn_vt6M2LTj620mMj1c,non_sora,2025-03-04,
3218.0,63810.0,0.0504,1761.0,3218.0,0.5472,48549.0,1761.0,27.57,3268,2455316,631316.0,18117.0,34.85,2381.0,1.69,nXSiraA3E4E1NMTDQkfmR,non_sora,2025-03-04,
2142.0,53170.0,0.0403,1126.0,2142.0,0.5257,47695.0,1126.0,42.36,3431,4126099,708285.0,11337.0,62.48,1993.0,2.27,Pt8xu1p-TSynU9UQ34gZk,non_sora,2025-03-04,
2767.0,25933.0,0.1067,1787.0,2767.0,0.6458,43486.0,1787.0,24.33,474,304140,125663.0,5152.0,24.39,6.0,5.5,s-BuSvuSRP86g9e9E0l7N,non_sora,2025-03-04,
4481.0,76665.0,0.0584,1909.0,4481.0,0.426,40994.0,1909.0,21.47,3815,2253795,600574.0,25621.0,23.44,4427.0,1.46,3wQALO7A5GuBvZ9ytpHPA,non_sora,2025-03-04,
2986.0,72678.0,0.0411,1663.0,2986.0,0.5569,40486.0,1663.0,24.35,3129,2132471,542997.0,17987.0,30.19,3168.0,1.65,a3FwEv6q5MBUgFpPIk3Pz,non_sora,2025-03-04,
2389.0,71779.0,0.0333,1082.0,2389.0,0.4529,40490.0,1082.0,37.42,3255,3363292,674455.0,12688.0,53.16,2464.0,2.0,6oxVJFk8r0if_N_7mtzU3,non_sora,2025-03-04,
4978.0,64114.0,0.0776,3160.0,4978.0,0.6348,61169.0,3160.0,19.36,4202,2077073,620625.0,27329.0,22.71,2379.0,1.58,94tjAAb3mhPHRfukpT-s4,non_sora,2025-03-05,
2915.0,86735.0,0.0336,1603.0,2915.0,0.5499,53869.0,1603.0,33.61,4022,3761466,799671.0,18466.0,43.31,3058.0,1.91,4CXDeRD-u9U72xC6c6WRz,non_sora,2025-03-05,
4317.0,72048.0,0.0599,2456.0,4317.0,0.5689,51554.0,2456.0,20.99,6570,3440479,912659.0,33762.0,27.03,5041.0,1.67,odvQMgn0TWi5VWBxi4EUu,non_sora,2025-03-05,
2022.0,46064.0,0.0439,1130.0,2022.0,0.5589,49015.0,1130.0,43.38,3489,4209868,722746.0,11526.0,62.71,2187.0,2.26,Pt8xu1p-TSynU9UQ34gZk,non_sora,2025-03-05,
4217.0,57098.0,0.0739,1954.0,4217.0,0.4634,46698.0,1954.0,23.9,3418,2715933,602131.0,20652.0,29.16,3842.0,1.7,_Qwn_vt6M2LTj620mMj1c,non_sora,2025-03-05,
3300.0,78876.0,0.0418,1800.0,3300.0,0.5455,44492.0,1800.0,24.72,3148,2169167,550730.0,17983.0,30.63,2994.0,1.68,a3FwEv6q5MBUgFpPIk3Pz,non_sora,2025-03-05,
2900.0,53608.0,0.0541,1589.0,2900.0,0.5479,43577.0,1589.0,27.42,3323,2489071,638639.0,18241.0,35.01,2486.0,1.69,nXSiraA3E4E1NMTDQkfmR,non_sora,2025-03-05,
4896.0,81011.0,0.0604,1969.0,4896.0,0.4022,41070.0,1969.0,20.86,3795,2312497,605926.0,25563.0,23.7,4455.0,1.47,3wQALO7A5GuBvZ9ytpHPA,non_sora,2025-03-05,
2311.0,67340.0,0.0343,1007.0,2311.0,0.4357,40916.0,1007.0,40.63,3239,3353161,675965.0,12615.0,53.58,2609.0,1.96,6oxVJFk8r0if_N_7mtzU3,non_sora,2025-03-05,
3192.0,39270.0,0.0813,1775.0,3192.0,0.5561,40540.0,1775.0,22.84,4659,3162591,726624.0,25623.0,28.36,3754.0,1.8,Sd4Yl-TJp6SNIplWMZapH,non_sora,2025-03-05,
5562.0,31304.0,0.1777,3368.0,5562.0,0.6055,63832.0,3368.0,18.95,379,137250,82786.0,4468.0,18.53,0.0,,IW59ODyJ6rwNZdn6LPLa9,non_sora,2025-03-06,
4832.0,62717.0,0.077,2895.0,4832.0,0.5991,56699.0,2895.0,19.59,4455,2204512,656077.0,28514.0,23.01,2389.0,1.6,94tjAAb3mhPHRfukpT-s4,non_sora,2025-03-06,
4503.0,75213.0,0.0599,2462.0,4503.0,0.5467,54192.0,2462.0,22.01,6560,3459396,918639.0,33791.0,27.19,5103.0,1.67,odvQMgn0TWi5VWBxi4EUu,non_sora,2025-03-06,
2963.0,87561.0,0.0338,1522.0,2963.0,0.5137,51936.0,1522.0,34.12,3961,3779511,799796.0,18090.0,44.21,2853.0,1.94,4CXDeRD-u9U72xC6c6WRz,non_sora,2025-03-06,
2874.0,25932.0,0.1108,1703.0,2874.0,0.5926,49684.0,1703.0,29.17,586,422860,183660.0,5729.0,32.06,1.0,3.0,jTT0lfaWcDpZBjtQLpEkW,non_sora,2025-03-06,
3883.0,52307.0,0.0742,1708.0,3883.0,0.4399,49046.0,1708.0,28.72,3483,2802118,619710.0,20932.0,29.61,4091.0,1.69,_Qwn_vt6M2LTj620mMj1c,non_sora,2025-03-06,
3057.0,21885.0,0.1397,1753.0,3057.0,0.5734,46018.0,1753.0,26.25,797,379373,151915.0,4820.0,31.52,217.0,1.73,yTDlMTgbBB3WnpfcpILtb,non_sora,2025-03-06,
3218.0,38300.0,0.084,1752.0,3218.0,0.5444,42799.0,1752.0,24.43,4663,3169019,731739.0,25585.0,28.6,3996.0,1.81,Sd4Yl-TJp6SNIplWMZapH,non_sora,2025-03-06,
3440.0,51493.0,0.0668,2180.0,3440.0,0.6337,41545.0,2180.0,19.06,3743,1831619,443449.0,18785.0,23.61,2354.0,1.75,7UWX8kMTXtHSJjfWgBqVC,non_sora,2025-03-06,
1958.0,45680.0,0.0429,961.0,1958.0,0.4908,40188.0,961.0,41.82,3498,4247151,726624.0,11457.0,63.42,2325.0,2.27,Pt8xu1p-TSynU9UQ34gZk,non_sora,2025-03-06,
3293.0,94210.0,0.035,1653.0,3293.0,0.502,50137.0,1653.0,30.33,3928,3806640,796560.0,17802.0,44.75,2942.0,1.94,4CXDeRD-u9U72xC6c6WRz,non_sora,2025-03-07,
4565.0,74908.0,0.0609,2464.0,4565.0,0.5398,49856.0,2464.0,20.23,6527,3438198,915906.0,33437.0,27.39,5332.0,1.66,odvQMgn0TWi5VWBxi4EUu,non_sora,2025-03-07,
4895.0,63762.0,0.0768,2889.0,4895.0,0.5902,48924.0,2889.0,16.93,4755,2323238,684247.0,29775.0,22.98,2900.0,1.61,94tjAAb3mhPHRfukpT-s4,non_sora,2025-03-07,
4183.0,58948.0,0.071,1846.0,4183.0,0.4413,44349.0,1846.0,24.02,3459,2870624,627089.0,20793.0,30.16,4134.0,1.69,_Qwn_vt6M2LTj620mMj1c,non_sora,2025-03-07,
3126.0,72933.0,0.0429,1599.0,3126.0,0.5115,39532.0,1599.0,24.72,2957,2147469,522545.0,16684.0,31.32,2583.0,1.71,a3FwEv6q5MBUgFpPIk3Pz,non_sora,2025-03-07,
3391.0,39539.0,0.0858,1818.0,3391.0,0.5361,39085.0,1818.0,21.5,4663,3130581,722995.0,25183.0,28.71,4083.0,1.78,Sd4Yl-TJp6SNIplWMZapH,non_sora,2025-03-07,
3136.0,58894.0,0.0532,1640.0,3136.0,0.523,37650.0,1640.0,22.96,3403,2526145,645134.0,18488.0,34.89,2785.0,1.7,nXSiraA3E4E1NMTDQkfmR,non_sora,2025-03-07,
2130.0,51157.0,0.0416,1047.0,2130.0,0.4915,37208.0,1047.0,35.54,3475,4214734,719282.0,11367.0,63.28,2416.0,2.26,Pt8xu1p-TSynU9UQ34gZk,non_sora,2025-03-07,
2497.0,67871.0,0.0368,1010.0,2497.0,0.4045,37096.0,1010.0,36.73,3140,3335120,658990.0,12203.0,54.0,2659.0,1.96,6oxVJFk8r0if_N_7mtzU3,non_sora,2025-03-07,
4778.0,78427.0,0.0609,1841.0,4778.0,0.3853,35306.0,1841.0,19.18,3716,2317260,605395.0,24921.0,24.29,4353.0,1.48,3wQALO7A5GuBvZ9ytpHPA,non_sora,2025-03-07,
1.0,0.0,,1.0,1.0,1.0,75.0,1.0,75.0,1,894,270.0,7.0,38.57,4.0,1.5,6GaY6yFp35TpMVXCEZZVV,sora,2025-03-08,
4553.0,90875.0,0.0501,2478.0,4553.0,0.5443,61615.0,2478.0,24.86,3000,2222131,545328.0,17528.0,31.11,2586.0,1.73,a3FwEv6q5MBUgFpPIk3Pz,non_sora,2025-03-08,
4375.0,54450.0,0.0803,1958.0,4375.0,0.4475,53777.0,1958.0,27.47,3513,2958168,640698.0,20817.0,30.78,4057.0,1.68,_Qwn_vt6M2LTj620mMj1c,non_sora,2025-03-08,
4547.0,60913.0,0.0746,2643.0,4547.0,0.5813,53553.0,2643.0,20.26,5100,2473257,719362.0,31078.0,23.15,3556.0,1.58,94tjAAb3mhPHRfukpT-s4,non_sora,2025-03-08,
4242.0,62595.0,0.0678,2315.0,4242.0,0.5457,48777.0,2315.0,21.07,6469,3401564,901771.0,32875.0,27.43,5293.0,1.66,odvQMgn0TWi5VWBxi4EUu,non_sora,2025-03-08,
2439.0,50607.0,0.0482,1264.0,2439.0,0.5182,48483.0,1264.0,38.36,3481,4183496,723677.0,11439.0,63.26,2574.0,2.28,Pt8xu1p-TSynU9UQ34gZk,non_sora,2025-03-08,
2577.0,63409.0,0.0406,1347.0,2577.0,0.5227,45629.0,1347.0,33.87,3894,3760531,787423.0,17412.0,45.22,3092.0,1.93,4CXDeRD-u9U72xC6c6WRz,non_sora,2025-03-08,
3757.0,52465.0,0.0716,2372.0,3757.0,0.6314,43787.0,2372.0,18.46,4026,2013248,478352.0,19939.0,23.99,2652.0,1.74,7UWX8kMTXtHSJjfWgBqVC,non_sora,2025-03-08,
4954.0,75174.0,0.0659,1968.0,4954.0,0.3973,43312.0,1968.0,22.01,3723,2328542,609083.0,24668.0,24.69,4383.0,1.49,3wQALO7A5GuBvZ9ytpHPA,non_sora,2025-03-08,
3326.0,61358.0,0.0542,1730.0,3326.0,0.5201,42932.0,1730.0,24.82,3476,2535100,655227.0,18838.0,34.78,2810.0,1.7,nXSiraA3E4E1NMTDQkfmR,non_sora,2025-03-08,
5871.0,45998.0,0.1276,3429.0,5871.0,0.5841,41844.0,3429.0,12.2,0,,41844.0,3429.0,12.2,0.0,,SadlI4FL4cZx4cdLOUqEF,non_sora,2025-03-08,
1.0,0.0,,1.0,1.0,1.0,4.0,1.0,4.0,1,894,229.0,6.0,38.17,3.0,1.67,6GaY6yFp35TpMVXCEZZVV,sora,2025-03-09,
4554.0,80174.0,0.0568,2480.0,4554.0,0.5446,65235.0,2480.0,26.3,3154,2331360,575329.0,18369.0,31.32,2517.0,1.76,a3FwEv6q5MBUgFpPIk3Pz,non_sora,2025-03-09,
5015.0,65524.0,0.0765,2918.0,5015.0,0.5819,61389.0,2918.0,21.04,5332,2596194,756310.0,32367.0,23.37,3706.0,1.59,94tjAAb3mhPHRfukpT-s4,non_sora,2025-03-09,
3983.0,42563.0,0.0936,1794.0,3983.0,0.4504,57778.0,1794.0,32.21,3538,3023273,659540.0,20751.0,31.78,3955.0,1.71,_Qwn_vt6M2LTj620mMj1c,non_sora,2025-03-09,
3827.0,45209.0,0.0847,2131.0,3827.0,0.5568,50187.0,2131.0,23.55,6289,3321789,876936.0,31693.0,27.67,5112.0,1.68,odvQMgn0TWi5VWBxi4EUu,non_sora,2025-03-09,
3925.0,55371.0,0.0709,2473.0,3925.0,0.6301,47423.0,2473.0,19.18,4075,2064105,491854.0,20430.0,24.08,2258.0,1.78,7UWX8kMTXtHSJjfWgBqVC,non_sora,2025-03-09,
2829.0,44554.0,0.0635,1525.0,2829.0,0.5391,46813.0,1525.0,30.7,3480,2553827,658377.0,18750.0,35.11,2810.0,1.71,nXSiraA3E4E1NMTDQkfmR,non_sora,2025-03-09,
2073.0,30649.0,0.0676,1030.0,2073.0,0.4969,41022.0,1030.0,39.83,3469,4152430,712856.0,11163.0,63.86,2521.0,2.29,Pt8xu1p-TSynU9UQ34gZk,non_sora,2025-03-09,
3727.0,42138.0,0.0884,1799.0,3727.0,0.4827,40487.0,1799.0,22.51,4155,1756505,531521.0,23144.0,22.97,3498.0,1.64,S1prLVl7ez3ZYDrHlYSeR,non_sora,2025-03-09,
4498.0,58473.0,0.0769,1875.0,4498.0,0.4169,40269.0,1875.0,21.48,3721,2343587,609414.0,24435.0,24.94,4206.0,1.5,3wQALO7A5GuBvZ9ytpHPA,non_sora,2025-03-09,
3104.0,35162.0,0.0883,1660.0,3104.0,0.5348,37904.0,1660.0,22.83,0,,37904.0,1660.0,22.83,0.0,,geXCm1WneHQSv2ttbm3Y5,non_sora,2025-03-09,
5270.0,65048.0,0.081,3168.0,5270.0,0.6011,62125.0,3168.0,19.61,5587,2728117,789891.0,33746.0,23.41,4089.0,1.57,94tjAAb3mhPHRfukpT-s4,non_sora,2025-03-10,
4423.0,62103.0,0.0712,2492.0,4423.0,0.5634,53426.0,2492.0,21.44,6088,3223550,869252.0,31571.0,27.53,4957.0,1.67,odvQMgn0TWi5VWBxi4EUu,non_sora,2025-03-10,
3203.0,38999.0,0.0821,1469.0,3203.0,0.4586,49362.0,1469.0,33.6,3514,3099870,666348.0,20445.0,32.59,3763.0,1.71,_Qwn_vt6M2LTj620mMj1c,non_sora,2025-03-10,
2823.0,25695.0,0.1099,1627.0,2823.0,0.5763,43649.0,1627.0,26.83,1061,740260,280929.0,8582.0,32.73,35.0,1.49,jTT0lfaWcDpZBjtQLpEkW,non_sora,2025-03-10,
3076.0,28469.0,0.108,1969.0,3076.0,0.6401,43128.0,1969.0,21.9,3756,1753357,519224.0,20595.0,25.21,2676.0,1.66,2ocMImb7ReSu3RKozkbuV,non_sora,2025-03-10,
3094.0,27163.0,0.1139,1649.0,3094.0,0.533,41000.0,1649.0,24.86,561,398302,142874.0,4904.0,29.13,392.0,1.39,eTydtDM10Goeh53ig2N6A,non_sora,2025-03-10,
2838.0,24867.0,0.1141,1528.0,2838.0,0.5384,37202.0,1528.0,24.35,755,599779,173677.0,5154.0,33.7,557.0,1.7,FIf5hFCyc5-qjv3MI-Dtp,non_sora,2025-03-10,
2241.0,28651.0,0.0782,1324.0,2241.0,0.5908,37187.0,1324.0,28.09,824,828930,221121.0,5823.0,37.97,640.0,1.78,24XPQ1nh2mamV07jZLz10,non_sora,2025-03-10,
2684.0,37201.0,0.0721,1784.0,2684.0,0.6647,35689.0,1784.0,20.01,4236,2154337,500841.0,20705.0,24.19,2343.0,1.78,7UWX8kMTXtHSJjfWgBqVC,non_sora,2025-03-10,
5150.0,51267.0,0.1005,2259.0,5150.0,0.4386,35516.0,2259.0,15.72,2370,994931,308183.0,15437.0,19.96,2851.0,1.43,ndu2QiBkIXFzbAM-EbJu2,non_sora,2025-03-10,
1.0,0.0,,1.0,1.0,1.0,147.0,1.0,147.0,1,2381,303.0,5.0,60.6,1.0,1.0,6GaY6yFp35TpMVXCEZZVV,sora,2025-03-11,
3362.0,45527.0,0.0738,2426.0,3362.0,0.7216,49305.0,2426.0,20.32,18,26388,52341.0,2465.0,21.23,10.0,3.3,Tg4lWUf3pG8Q9IsRRclsN,non_sora,2025-03-11,
3096.0,37439.0,0.0827,1938.0,3096.0,0.626,40520.0,1938.0,20.91,5648,2802911,794870.0,33479.0,23.74,3949.0,1.57,94tjAAb3mhPHRfukpT-s4,non_sora,2025-03-11,
2374.0,24260.0,0.0979,1125.0,2374.0,0.4739,35316.0,1125.0,31.39,3464,3170191,659301.0,19562.0,33.7,3336.0,1.75,_Qwn_vt6M2LTj620mMj1c,non_sora,2025-03-11,
2735.0,33284.0,0.0822,1583.0,2735.0,0.5788,34997.0,1583.0,22.11,5853,3116603,832294.0,30082.0,27.67,4452.0,1.69,odvQMgn0TWi5VWBxi4EUu,non_sora,2025-03-11,
2559.0,46441.0,0.0551,1399.0,2559.0,0.5467,34748.0,1399.0,24.84,3213,2445910,573885.0,18075.0,31.75,2079.0,1.83,a3FwEv6q5MBUgFpPIk3Pz,non_sora,2025-03-11,
2430.0,34002.0,0.0715,1575.0,2430.0,0.6481,32384.0,1575.0,20.56,4183,2176675,503455.0,20474.0,24.59,2149.0,1.8,7UWX8kMTXtHSJjfWgBqVC,non_sora,2025-03-11,
1924.0,31160.0,0.0617,1056.0,1924.0,0.5489,31842.0,1056.0,30.15,3349,2515446,635839.0,18004.0,35.32,2703.0,1.71,nXSiraA3E4E1NMTDQkfmR,non_sora,2025-03-11,
1376.0,29487.0,0.0467,745.0,1376.0,0.5414,26977.0,745.0,36.21,1769,1554255,378294.0,9129.0,41.44,1323.0,1.76,xGh5CwK5gubLpVhw_jX4r,non_sora,2025-03-11,
1346.0,21795.0,0.0618,699.0,1346.0,0.5193,26567.0,699.0,38.01,3223,3867894,652784.0,10204.0,63.97,2248.0,2.29,Pt8xu1p-TSynU9UQ34gZk,non_sora,2025-03-11,
2387.0,23834.0,0.1002,1420.0,2387.0,0.5949,26101.0,1420.0,18.38,13,16269,28185.0,1448.0,19.46,12.0,2.75,MSOXKD8C5hLE_4DQpGn8D,non_sora,2025-03-11,
5136.0,58037.0,0.0885,3742.0,5136.0,0.7286,77700.0,3742.0,20.76,373,172342,129905.0,5846.0,22.22,12.0,3.92,Tg4lWUf3pG8Q9IsRRclsN,non_sora,2025-03-12,
2580.0,42912.0,0.0601,1288.0,2580.0,0.4992,47244.0,1288.0,36.68,134,131464,63522.0,1624.0,39.11,11.0,2.73,qf_nuPsfUSn2EoAXhD3fj,non_sora,2025-03-12,
3557.0,54655.0,0.0651,1967.0,3557.0,0.553,45324.0,1967.0,23.04,2197,1609036,405389.0,14047.0,28.86,2022.0,1.56,y46gOIE5HlnmWrOx4-Jou,non_sora,2025-03-12,
2090.0,23969.0,0.0872,1242.0,2090.0,0.5943,36404.0,1242.0,29.31,1266,1242571,260368.0,5363.0,48.55,906.0,2.21,rmU2iLW7ymbppMhXz83SU,non_sora,2025-03-12,
2488.0,33460.0,0.0744,1850.0,2488.0,0.7436,35804.0,1850.0,19.35,110,63201,48213.0,2307.0,20.9,8.0,3.0,gJ592DmUl7epFQ3F4k4s4,non_sora,2025-03-12,
2785.0,34943.0,0.0797,1610.0,2785.0,0.5781,35617.0,1610.0,22.12,5644,2983071,803553.0,28959.0,27.75,4394.0,1.7,odvQMgn0TWi5VWBxi4EUu,non_sora,2025-03-12,
2261.0,35395.0,0.0639,1257.0,2261.0,0.5559,34144.0,1257.0,27.16,3273,2474129,627539.0,17830.0,35.2,2876.0,1.69,nXSiraA3E4E1NMTDQkfmR,non_sora,2025-03-12,
2928.0,47811.0,0.0612,1617.0,2928.0,0.5523,33675.0,1617.0,20.83,1442,970476,273924.0,9830.0,27.87,1373.0,1.61,3oBVsAOL63B-jKkMJVaZH,non_sora,2025-03-12,
3141.0,33810.0,0.0929,1532.0,3141.0,0.4877,33486.0,1532.0,21.86,171,81199,50474.0,2091.0,24.14,13.0,2.77,ppdCfgt4wm7h9lpUGja2M,non_sora,2025-03-12,
2998.0,42557.0,0.0704,1339.0,2998.0,0.4466,32537.0,1339.0,24.3,179,145562,53832.0,2061.0,26.12,17.0,3.76,tn9UBfuh9p92uWDh0KkqU,non_sora,2025-03-12,
1.0,0.0,,1.0,1.0,1.0,104.0,1.0,104.0,1,2901,401.0,3.0,133.67,1.0,5.0,6GaY6yFp35TpMVXCEZZVV,sora,2025-03-13,
3617.0,39010.0,0.0927,2514.0,3617.0,0.6951,58332.0,2514.0,23.2,800,408009,188018.0,7870.0,23.89,11.0,4.09,Tg4lWUf3pG8Q9IsRRclsN,non_sora,2025-03-13,
2937.0,45849.0,0.0641,1722.0,2937.0,0.5863,44351.0,1722.0,25.76,2345,1715658,423825.0,14369.0,29.5,1986.0,1.58,y46gOIE5HlnmWrOx4-Jou,non_sora,2025-03-13,
1806.0,18095.0,0.0998,1218.0,1806.0,0.6744,38614.0,1218.0,31.7,309,254669,91901.0,2472.0,37.18,48.0,3.88,aHkoHcVMA6X9CDC60NTU_,non_sora,2025-03-13,
2341.0,22879.0,0.1023,1743.0,2341.0,0.7446,38436.0,1743.0,22.05,356,171389,86573.0,3788.0,22.85,9.0,2.67,gJ592DmUl7epFQ3F4k4s4,non_sora,2025-03-13,
2845.0,62147.0,0.0458,1501.0,2845.0,0.5276,37901.0,1501.0,25.25,2145,1701649,415414.0,11810.0,35.17,1729.0,1.72,LLQIdJs-0LtgnzHxeX1dY,non_sora,2025-03-13,
2549.0,43693.0,0.0583,1377.0,2549.0,0.5402,37412.0,1377.0,27.17,3212,2459744,618524.0,17495.0,35.35,2795.0,1.7,nXSiraA3E4E1NMTDQkfmR,non_sora,2025-03-13,
1728.0,20634.0,0.0837,1125.0,1728.0,0.651,37282.0,1125.0,33.14,1414,1334823,279493.0,5815.0,48.06,915.0,2.21,rmU2iLW7ymbppMhXz83SU,non_sora,2025-03-13,
3244.0,35781.0,0.0907,1887.0,3244.0,0.5817,36327.0,1887.0,19.25,638,377901,126155.0,5759.0,21.91,698.0,1.57,OpJj_tgP7zhQkroW8Lluz,non_sora,2025-03-13,
3049.0,33336.0,0.0915,1599.0,3049.0,0.5244,36176.0,1599.0,22.62,451,208300,86554.0,3378.0,25.62,14.0,2.93,ppdCfgt4wm7h9lpUGja2M,non_sora,2025-03-13,
1749.0,28039.0,0.0624,940.0,1749.0,0.5374,35797.0,940.0,38.08,362,335028,99088.0,2297.0,43.14,10.0,2.7,qf_nuPsfUSn2EoAXhD3fj,non_sora,2025-03-13,
1.0,0.0,,1.0,1.0,1.0,39.0,1.0,39.0,1,3057,440.0,3.0,146.67,1.0,5.0,6GaY6yFp35TpMVXCEZZVV,sora,2025-03-14,
3254.0,61260.0,0.0531,1716.0,3254.0,0.5274,48637.0,1716.0,28.34,2267,1801686,440620.0,12480.0,35.31,1846.0,1.73,LLQIdJs-0LtgnzHxeX1dY,non_sora,2025-03-14,
2278.0,36129.0,0.0631,1299.0,2278.0,0.5702,37892.0,1299.0,29.17,3159,2450637,608613.0,17150.0,35.49,2758.0,1.69,nXSiraA3E4E1NMTDQkfmR,non_sora,2025-03-14,
3017.0,36597.0,0.0824,1434.0,3017.0,0.4753,37610.0,1434.0,26.23,3263,3173837,650716.0,18588.0,35.01,3387.0,1.78,_Qwn_vt6M2LTj620mMj1c,non_sora,2025-03-14,
2974.0,38672.0,0.0769,1746.0,2974.0,0.5871,37200.0,1746.0,21.31,5233,2805855,754167.0,27228.0,27.7,4528.0,1.68,odvQMgn0TWi5VWBxi4EUu,non_sora,2025-03-14,
2513.0,17436.0,0.1441,1663.0,2513.0,0.6618,34188.0,1663.0,20.56,3530,1706816,497666.0,19466.0,25.57,2496.0,1.71,2ocMImb7ReSu3RKozkbuV,non_sora,2025-03-14,
2715.0,31691.0,0.0857,1397.0,2715.0,0.5145,33838.0,1397.0,24.22,716,339175,120135.0,4436.0,27.08,14.0,2.79,ppdCfgt4wm7h9lpUGja2M,non_sora,2025-03-14,
1791.0,40721.0,0.044,982.0,1791.0,0.5483,32238.0,982.0,32.83,2911,3149730,607676.0,12552.0,48.41,2385.0,1.97,4CXDeRD-u9U72xC6c6WRz,non_sora,2025-03-14,
1663.0,30377.0,0.0547,949.0,1663.0,0.5707,31143.0,949.0,32.82,1795,1597241,381307.0,9114.0,41.84,1256.0,1.76,xGh5CwK5gubLpVhw_jX4r,non_sora,2025-03-14,
3669.0,53499.0,0.0686,1618.0,3669.0,0.441,30860.0,1618.0,19.07,3404,2346588,576237.0,22215.0,25.94,4573.0,1.5,3wQALO7A5GuBvZ9ytpHPA,non_sora,2025-03-14,
4472.0,54192.0,0.0825,1265.0,4472.0,0.2829,30352.0,1265.0,23.99,1008,440946,174522.0,7316.0,23.85,0.0,,bto-FsvqnGCaAbhDhyPXC,non_sora,2025-03-14,
