dt,experiment_id,variation,country,active_users,d1,retention_d1
2025-04-03,app_sensitive_image_exp,1,Cayman Islands,4,3,0.75
2025-04-03,app_sensitive_image_exp,1,China,135,100,0.7407407407407407
2025-04-03,app_sensitive_image_exp,1,Egypt,1013,753,0.7433366238894373
2025-04-03,app_sensitive_image_exp,1,Vietnam,3154,2335,0.7403297400126823
2025-04-03,app_sensitive_image_exp,1,Czechia,521,391,0.7504798464491362
2025-04-03,app_sensitive_image_exp,1,Switzerland,179,129,0.7206703910614525
2025-04-03,app_sensitive_image_exp,1,Azerbaijan,614,436,0.7100977198697068
2025-04-03,app_sensitive_image_exp,4,Canada,3,1,0.3333333333333333
2025-04-03,app_sensitive_image_exp,2,Maldives,1,1,1.0
2025-04-03,app_sensitive_image_exp,3,India,1,1,1.0
2025-04-03,app_sensitive_image_exp,4,Peru,2,1,0.5
2025-04-03,app_sensitive_image_exp,4,Honduras,1,1,1.0
2025-04-03,app_sensitive_image_exp,1,Turkey,10330,7528,0.7287512100677638
2025-04-03,app_sensitive_image_exp,0,United States,69,47,0.6811594202898551
2025-04-03,app_sensitive_image_exp,1,Kyrgyzstan,83,59,0.7108433734939759
2025-04-03,app_sensitive_image_exp,1,New Caledonia,16,14,0.875
2025-04-03,app_sensitive_image_exp,3,Hong Kong,2,2,1.0
2025-04-03,app_sensitive_image_exp,0,South Africa,6,2,0.3333333333333333
2025-04-03,app_sensitive_image_exp,1,Mauritania,9,8,0.8888888888888888
2025-04-03,app_sensitive_image_exp,2,Norway,1,1,1.0
2025-04-03,app_sensitive_image_exp,1,Nepal,460,326,0.7086956521739131
2025-04-03,app_sensitive_image_exp,1,Somalia,16,12,0.75
2025-04-03,app_sensitive_image_exp,3,Venezuela,2,0,0.0
2025-04-03,app_sensitive_image_exp,1,El Salvador,607,475,0.7825370675453048
2025-04-03,app_sensitive_image_exp,1,Honduras,557,441,0.7917414721723519
2025-04-03,app_sensitive_image_exp,1,Luxembourg,42,23,0.5476190476190477
2025-04-03,app_sensitive_image_exp,1,Haiti,12,7,0.5833333333333334
2025-04-03,app_sensitive_image_exp,3,Saudi Arabia,2,2,1.0
2025-04-03,app_sensitive_image_exp,1,Marshall Islands,1,1,1.0
2025-04-03,app_sensitive_image_exp,2,Honduras,1,1,1.0
2025-04-03,app_sensitive_image_exp,2,Malaysia,2,1,0.5
2025-04-03,app_sensitive_image_exp,1,Saint Martin,2,2,1.0
2025-04-03,app_sensitive_image_exp,1,Venezuela,2316,1876,0.8100172711571675
2025-04-03,app_sensitive_image_exp,2,Argentina,3,1,0.3333333333333333
2025-04-03,app_sensitive_image_exp,1,North Macedonia,19,15,0.7894736842105263
2025-04-03,app_sensitive_image_exp,4,Philippines,2,0,0.0
2025-04-03,app_sensitive_image_exp,0,Australia,2,0,0.0
2025-04-03,app_sensitive_image_exp,1,Eswatini,1,1,1.0
2025-04-03,app_sensitive_image_exp,4,Taiwan,1,0,0.0
2025-04-03,app_sensitive_image_exp,1,Germany,4428,3387,0.7649051490514905
2025-04-03,app_sensitive_image_exp,1,Ireland,110,83,0.7545454545454545
2025-04-03,app_sensitive_image_exp,1,Netherlands,1110,795,0.7162162162162162
2025-04-03,app_sensitive_image_exp,1,Mozambique,61,44,0.7213114754098361
2025-04-03,app_sensitive_image_exp,2,India,1,1,1.0
2025-04-03,app_sensitive_image_exp,0,Romania,1,1,1.0
2025-04-03,app_sensitive_image_exp,4,Bulgaria,1,1,1.0
2025-04-03,app_sensitive_image_exp,1,Taiwan,1734,1061,0.6118800461361015
2025-04-03,app_sensitive_image_exp,1,Lebanon,158,111,0.7025316455696202
2025-04-03,app_sensitive_image_exp,1,Finland,156,108,0.6923076923076923
2025-04-03,app_sensitive_image_exp,1,Malta,12,9,0.75
2025-04-03,app_sensitive_image_exp,1,French Guiana,8,7,0.875
2025-04-03,app_sensitive_image_exp,1,Samoa,2,2,1.0
2025-04-03,app_sensitive_image_exp,1,Sweden,314,222,0.7070063694267515
2025-04-03,app_sensitive_image_exp,1,Algeria,577,405,0.7019064124783362
2025-04-03,app_sensitive_image_exp,1,Fiji,20,20,1.0
2025-04-03,app_sensitive_image_exp,2,Brunei,1,1,1.0
2025-04-03,app_sensitive_image_exp,0,Belarus,1,1,1.0
2025-04-03,app_sensitive_image_exp,1,Bermuda,3,3,1.0
2025-04-03,app_sensitive_image_exp,0,Taiwan,2,1,0.5
2025-04-03,app_sensitive_image_exp,2,Indonesia,1,0,0.0
2025-04-03,app_sensitive_image_exp,1,Belarus,307,242,0.7882736156351792
2025-04-03,app_sensitive_image_exp,3,unknown,1,1,1.0
2025-04-03,app_sensitive_image_exp,1,Ghana,30,20,0.6666666666666666
2025-04-03,app_sensitive_image_exp,1,Laos,70,52,0.7428571428571429
2025-04-03,app_sensitive_image_exp,3,Indonesia,7,2,0.2857142857142857
2025-04-03,app_sensitive_image_exp,2,Panama,1,1,1.0
2025-04-03,app_sensitive_image_exp,1,Saint Lucia,4,4,1.0
2025-04-03,app_sensitive_image_exp,4,Japan,1,0,0.0
2025-04-03,app_sensitive_image_exp,4,Colombia,2,1,0.5
2025-04-03,app_sensitive_image_exp,1,Federated States of Micronesia,1,1,1.0
2025-04-03,app_sensitive_image_exp,0,Chile,7,3,0.42857142857142855
2025-04-03,app_sensitive_image_exp,1,Senegal,13,8,0.6153846153846154
2025-04-03,app_sensitive_image_exp,1,Barbados,14,12,0.8571428571428571
2025-04-03,app_sensitive_image_exp,1,Armenia,23,12,0.5217391304347826
2025-04-03,app_sensitive_image_exp,1,Sierra Leone,6,5,0.8333333333333334
2025-04-03,app_sensitive_image_exp,1,Rwanda,3,2,0.6666666666666666
2025-04-03,app_sensitive_image_exp,1,Dominica,2,1,0.5
2025-04-03,app_sensitive_image_exp,4,France,1,0,0.0
2025-04-03,app_sensitive_image_exp,1,Argentina,8718,6657,0.7635925671025464
2025-04-03,app_sensitive_image_exp,1,Israel,421,329,0.7814726840855107
2025-04-03,app_sensitive_image_exp,1,Trinidad and Tobago,114,91,0.7982456140350878
2025-04-03,app_sensitive_image_exp,1,Austria,232,172,0.7413793103448276
2025-04-03,app_sensitive_image_exp,4,Panama,1,1,1.0
2025-04-03,app_sensitive_image_exp,1,Portugal,1218,908,0.7454844006568144
2025-04-03,app_sensitive_image_exp,1,Angola,98,73,0.7448979591836735
2025-04-03,app_sensitive_image_exp,1,Qatar,53,42,0.7924528301886793
2025-04-03,app_sensitive_image_exp,1,Cabo Verde,24,19,0.7916666666666666
2025-04-03,app_sensitive_image_exp,1,Northern Mariana Islands,7,5,0.7142857142857143
2025-04-03,app_sensitive_image_exp,3,Puerto Rico,1,1,1.0
2025-04-03,app_sensitive_image_exp,2,Egypt,1,1,1.0
2025-04-03,app_sensitive_image_exp,4,Hungary,1,0,0.0
2025-04-03,app_sensitive_image_exp,1,Pakistan,1251,922,0.7370103916866507
2025-04-03,app_sensitive_image_exp,1,Bahamas,12,10,0.8333333333333334
2025-04-03,app_sensitive_image_exp,1,Mali,2,2,1.0
2025-04-03,app_sensitive_image_exp,0,Nigeria,2,0,0.0
2025-04-03,app_sensitive_image_exp,1,French Polynesia,5,4,0.8
2025-04-03,app_sensitive_image_exp,0,Bangladesh,1,0,0.0
2025-04-03,app_sensitive_image_exp,0,New Zealand,1,1,1.0
2025-04-03,app_sensitive_image_exp,1,Guatemala,1017,807,0.7935103244837758
2025-04-03,app_sensitive_image_exp,4,Mexico,17,6,0.35294117647058826
2025-04-03,app_sensitive_image_exp,1,United Arab Emirates,192,139,0.7239583333333334
2025-04-03,app_sensitive_image_exp,4,Indonesia,1,1,1.0
2025-04-03,app_sensitive_image_exp,1,Turkmenistan,42,36,0.8571428571428571
2025-04-03,app_sensitive_image_exp,1,Ivory Coast,15,9,0.6
2025-04-03,app_sensitive_image_exp,0,Turkey,5,3,0.6
2025-04-03,app_sensitive_image_exp,1,Togo,5,1,0.2
2025-04-03,app_sensitive_image_exp,1,Kosovo,5,3,0.6
2025-04-03,app_sensitive_image_exp,0,Portugal,1,0,0.0
2025-04-03,app_sensitive_image_exp,3,Colombia,2,1,0.5
2025-04-03,app_sensitive_image_exp,4,Spain,1,1,1.0
2025-04-03,app_sensitive_image_exp,1,Kazakhstan,366,255,0.6967213114754098
2025-04-03,app_sensitive_image_exp,1,Libya,82,56,0.6829268292682927
2025-04-03,app_sensitive_image_exp,4,Brazil,35,10,0.2857142857142857
2025-04-03,app_sensitive_image_exp,1,Suriname,16,13,0.8125
2025-04-03,app_sensitive_image_exp,1,Cameroon,7,4,0.5714285714285714
2025-04-03,app_sensitive_image_exp,4,Guatemala,1,1,1.0
2025-04-03,app_sensitive_image_exp,3,United Kingdom,1,0,0.0
2025-04-03,app_sensitive_image_exp,2,Bangladesh,1,0,0.0
2025-04-03,app_sensitive_image_exp,0,unknown,2,2,1.0
2025-04-03,app_sensitive_image_exp,1,France,2706,1869,0.6906873614190687
2025-04-03,app_sensitive_image_exp,1,Paraguay,612,478,0.7810457516339869
2025-04-03,app_sensitive_image_exp,0,Mexico,48,26,0.5416666666666666
2025-04-03,app_sensitive_image_exp,1,Congo Republic,5,3,0.6
2025-04-03,app_sensitive_image_exp,1,Montenegro,6,6,1.0
2025-04-03,app_sensitive_image_exp,0,Peru,4,0,0.0
2025-04-03,app_sensitive_image_exp,1,Ethiopia,17,12,0.7058823529411765
2025-04-03,app_sensitive_image_exp,1,U.S. Virgin Islands,4,2,0.5
2025-04-03,app_sensitive_image_exp,0,Dominican Republic,1,1,1.0
2025-04-03,app_sensitive_image_exp,0,Qatar,1,0,0.0
2025-04-03,app_sensitive_image_exp,1,Tunisia,113,80,0.7079646017699115
2025-04-03,app_sensitive_image_exp,1,Croatia,279,230,0.8243727598566308
2025-04-03,app_sensitive_image_exp,1,Serbia,112,85,0.7589285714285714
2025-04-03,app_sensitive_image_exp,3,Mexico,29,12,0.41379310344827586
2025-04-03,app_sensitive_image_exp,3,Brazil,41,15,0.36585365853658536
2025-04-03,app_sensitive_image_exp,1,Bosnia and Herzegovina,42,30,0.7142857142857143
2025-04-03,app_sensitive_image_exp,1,Isle of Man,5,5,1.0
2025-04-03,app_sensitive_image_exp,1,Andorra,1,0,0.0
2025-04-03,app_sensitive_image_exp,4,Nigeria,1,0,0.0
2025-04-03,app_sensitive_image_exp,1,St Vincent and Grenadines,4,3,0.75
2025-04-03,app_sensitive_image_exp,1,Spain,3653,2667,0.7300848617574596
2025-04-03,app_sensitive_image_exp,1,Poland,964,718,0.7448132780082988
2025-04-03,app_sensitive_image_exp,1,Hong Kong,594,394,0.6632996632996633
2025-04-03,app_sensitive_image_exp,1,India,2531,1857,0.7337020940339787
2025-04-03,app_sensitive_image_exp,1,Cambodia,174,136,0.7816091954022989
2025-04-03,app_sensitive_image_exp,1,Seychelles,54,42,0.7777777777777778
2025-04-03,app_sensitive_image_exp,1,Timor-Leste,2,2,1.0
2025-04-03,app_sensitive_image_exp,0,Argentina,13,7,0.5384615384615384
2025-04-03,app_sensitive_image_exp,2,South Africa,3,1,0.3333333333333333
2025-04-03,app_sensitive_image_exp,4,Argentina,4,1,0.25
2025-04-03,app_sensitive_image_exp,1,Estonia,75,52,0.6933333333333334
2025-04-03,app_sensitive_image_exp,1,Tajikistan,9,6,0.6666666666666666
2025-04-03,app_sensitive_image_exp,1,Curaçao,12,8,0.6666666666666666
2025-04-03,app_sensitive_image_exp,2,Spain,4,3,0.75
2025-04-03,app_sensitive_image_exp,2,Nigeria,1,0,0.0
2025-04-03,app_sensitive_image_exp,1,Indonesia,8285,5242,0.6327097163548582
2025-04-03,app_sensitive_image_exp,1,South Korea,376,141,0.375
2025-04-03,app_sensitive_image_exp,1,Réunion,22,16,0.7272727272727273
2025-04-03,app_sensitive_image_exp,1,Gabon,16,10,0.625
2025-04-03,app_sensitive_image_exp,0,Colombia,7,3,0.42857142857142855
2025-04-03,app_sensitive_image_exp,4,Turkey,3,0,0.0
2025-04-03,app_sensitive_image_exp,0,Singapore,1,1,1.0
2025-04-03,app_sensitive_image_exp,1,Kiribati,2,2,1.0
2025-04-03,app_sensitive_image_exp,1,Chile,6572,4947,0.7527388922702374
2025-04-03,app_sensitive_image_exp,1,Lithuania,267,196,0.7340823970037453
2025-04-03,app_sensitive_image_exp,1,Colombia,4194,3287,0.7837386742966143
2025-04-03,app_sensitive_image_exp,1,Japan,688,507,0.7369186046511628
2025-04-03,app_sensitive_image_exp,1,Belgium,319,234,0.7335423197492164
2025-04-03,app_sensitive_image_exp,3,Peru,2,2,1.0
2025-04-03,app_sensitive_image_exp,2,Australia,1,0,0.0
2025-04-03,app_sensitive_image_exp,4,Chile,2,1,0.5
2025-04-03,app_sensitive_image_exp,0,Denmark,1,0,0.0
2025-04-03,app_sensitive_image_exp,4,Saudi Arabia,1,1,1.0
2025-04-03,app_sensitive_image_exp,2,Romania,2,2,1.0
2025-04-03,app_sensitive_image_exp,0,Bolivia,1,1,1.0
2025-04-03,app_sensitive_image_exp,1,Guinea,1,1,1.0
2025-04-03,app_sensitive_image_exp,3,Netherlands,1,0,0.0
2025-04-03,app_sensitive_image_exp,1,Thailand,7910,4558,0.5762326169405816
2025-04-03,app_sensitive_image_exp,1,Mexico,30414,23294,0.7658972841454593
2025-04-03,app_sensitive_image_exp,1,Georgia,85,54,0.6352941176470588
2025-04-03,app_sensitive_image_exp,1,Latvia,153,110,0.7189542483660131
2025-04-03,app_sensitive_image_exp,1,Malawi,5,3,0.6
2025-04-03,app_sensitive_image_exp,2,Mexico,25,9,0.36
2025-04-03,app_sensitive_image_exp,4,Nicaragua,1,0,0.0
2025-04-03,app_sensitive_image_exp,1,Papua New Guinea,5,4,0.8
2025-04-03,app_sensitive_image_exp,1,St Kitts and Nevis,1,0,0.0
2025-04-03,app_sensitive_image_exp,0,Iran,1,0,0.0
2025-04-03,app_sensitive_image_exp,4,Algeria,1,1,1.0
2025-04-03,app_sensitive_image_exp,0,Russia,6,2,0.3333333333333333
2025-04-03,app_sensitive_image_exp,1,Jamaica,130,93,0.7153846153846154
2025-04-03,app_sensitive_image_exp,1,New Zealand,244,191,0.7827868852459017
2025-04-03,app_sensitive_image_exp,1,Bahrain,46,34,0.7391304347826086
2025-04-03,app_sensitive_image_exp,3,Malaysia,3,1,0.3333333333333333
2025-04-03,app_sensitive_image_exp,2,Taiwan,1,0,0.0
2025-04-03,app_sensitive_image_exp,1,Gibraltar,16,15,0.9375
2025-04-03,app_sensitive_image_exp,0,Japan,1,0,0.0
2025-04-03,app_sensitive_image_exp,1,Morocco,1037,740,0.7135969141755063
2025-04-03,app_sensitive_image_exp,1,Cyprus,58,38,0.6551724137931034
2025-04-03,app_sensitive_image_exp,1,Kenya,63,47,0.746031746031746
2025-04-03,app_sensitive_image_exp,1,Benin,3,3,1.0
2025-04-03,app_sensitive_image_exp,0,Cambodia,1,0,0.0
2025-04-03,app_sensitive_image_exp,3,Russia,5,1,0.2
2025-04-03,app_sensitive_image_exp,2,Germany,2,1,0.5
2025-04-03,app_sensitive_image_exp,1,Uganda,6,5,0.8333333333333334
2025-04-03,app_sensitive_image_exp,0,Venezuela,5,1,0.2
2025-04-03,app_sensitive_image_exp,4,Netherlands,2,1,0.5
2025-04-03,app_sensitive_image_exp,3,South Africa,5,1,0.2
2025-04-03,app_sensitive_image_exp,4,Russia,2,0,0.0
2025-04-03,app_sensitive_image_exp,2,Sweden,1,0,0.0
2025-04-03,app_sensitive_image_exp,1,Costa Rica,714,541,0.757703081232493
2025-04-03,app_sensitive_image_exp,0,Puerto Rico,1,1,1.0
2025-04-03,app_sensitive_image_exp,2,Chile,3,1,0.3333333333333333
2025-04-03,app_sensitive_image_exp,1,Namibia,20,17,0.85
2025-04-03,app_sensitive_image_exp,4,South Africa,2,1,0.5
2025-04-03,app_sensitive_image_exp,1,American Samoa,6,4,0.6666666666666666
2025-04-03,app_sensitive_image_exp,3,Azerbaijan,1,0,0.0
2025-04-03,app_sensitive_image_exp,3,Canada,1,0,0.0
2025-04-03,app_sensitive_image_exp,1,Nicaragua,488,391,0.8012295081967213
2025-04-03,app_sensitive_image_exp,1,Panama,709,535,0.7545839210155149
2025-04-03,app_sensitive_image_exp,1,Palestine,65,52,0.8
2025-04-03,app_sensitive_image_exp,1,unknown,1352,889,0.6575443786982249
2025-04-03,app_sensitive_image_exp,1,Albania,42,33,0.7857142857142857
2025-04-03,app_sensitive_image_exp,0,Morocco,1,0,0.0
2025-04-03,app_sensitive_image_exp,1,Sudan,6,5,0.8333333333333334
2025-04-03,app_sensitive_image_exp,0,Syria,1,1,1.0
2025-04-03,app_sensitive_image_exp,0,Thailand,5,1,0.2
2025-04-03,app_sensitive_image_exp,4,Bahrain,1,1,1.0
2025-04-03,app_sensitive_image_exp,1,Burkina Faso,3,2,0.6666666666666666
2025-04-03,app_sensitive_image_exp,0,India,2,1,0.5
2025-04-03,app_sensitive_image_exp,0,Kazakhstan,1,0,0.0
2025-04-03,app_sensitive_image_exp,1,Gambia,1,1,1.0
2025-04-03,app_sensitive_image_exp,0,Lebanon,1,0,0.0
2025-04-03,app_sensitive_image_exp,1,Zambia,16,12,0.75
2025-04-03,app_sensitive_image_exp,3,Argentina,1,0,0.0
2025-04-03,app_sensitive_image_exp,2,Portugal,1,1,1.0
2025-04-03,app_sensitive_image_exp,1,Syria,109,80,0.7339449541284404
2025-04-03,app_sensitive_image_exp,1,Bulgaria,105,79,0.7523809523809524
2025-04-03,app_sensitive_image_exp,3,United States,28,15,0.5357142857142857
2025-04-03,app_sensitive_image_exp,1,Guadeloupe,9,9,1.0
2025-04-03,app_sensitive_image_exp,4,Vietnam,3,1,0.3333333333333333
2025-04-03,app_sensitive_image_exp,1,Åland,1,0,0.0
2025-04-03,app_sensitive_image_exp,1,Antigua and Barbuda,2,2,1.0
2025-04-03,app_sensitive_image_exp,2,South Korea,1,0,0.0
2025-04-03,app_sensitive_image_exp,2,Hong Kong,2,0,0.0
2025-04-03,app_sensitive_image_exp,3,Chile,2,1,0.5
2025-04-03,app_sensitive_image_exp,4,Iran,1,0,0.0
2025-04-03,app_sensitive_image_exp,1,Dominican Republic,995,786,0.7899497487437186
2025-04-03,app_sensitive_image_exp,1,Peru,3944,3048,0.7728194726166329
2025-04-03,app_sensitive_image_exp,1,Tonga,12,9,0.75
2025-04-03,app_sensitive_image_exp,1,Tanzania,12,11,0.9166666666666666
2025-04-03,app_sensitive_image_exp,1,Afghanistan,16,9,0.5625
2025-04-03,app_sensitive_image_exp,1,Iceland,9,8,0.8888888888888888
2025-04-03,app_sensitive_image_exp,1,DR Congo,7,6,0.8571428571428571
2025-04-03,app_sensitive_image_exp,0,Malaysia,8,5,0.625
2025-04-03,app_sensitive_image_exp,3,Portugal,2,0,0.0
2025-04-03,app_sensitive_image_exp,3,Thailand,1,0,0.0
2025-04-03,app_sensitive_image_exp,0,Ecuador,2,2,1.0
2025-04-03,app_sensitive_image_exp,2,Colombia,3,0,0.0
2025-04-03,app_sensitive_image_exp,4,Venezuela,1,0,0.0
2025-04-03,app_sensitive_image_exp,2,Japan,1,1,1.0
2025-04-03,app_sensitive_image_exp,3,Pakistan,1,1,1.0
2025-04-04,app_sensitive_image_exp,1,Tunisia,106,80,0.7547169811320755
2025-04-04,app_sensitive_image_exp,1,Croatia,323,263,0.8142414860681114
2025-04-04,app_sensitive_image_exp,1,Serbia,114,83,0.7280701754385965
2025-04-04,app_sensitive_image_exp,3,Mexico,10,3,0.3
2025-04-04,app_sensitive_image_exp,1,Bosnia and Herzegovina,43,30,0.6976744186046512
2025-04-04,app_sensitive_image_exp,3,Brazil,23,3,0.13043478260869565
2025-04-04,app_sensitive_image_exp,1,St Vincent and Grenadines,5,4,0.8
2025-04-04,app_sensitive_image_exp,1,Isle of Man,2,2,1.0
2025-04-04,app_sensitive_image_exp,1,Andorra,1,1,1.0
2025-04-04,app_sensitive_image_exp,1,South Africa,6767,4608,0.680951677257278
2025-04-04,app_sensitive_image_exp,1,Canada,2680,1778,0.6634328358208955
2025-04-04,app_sensitive_image_exp,1,Nigeria,879,523,0.5949943117178612
2025-04-04,app_sensitive_image_exp,1,Jordan,115,83,0.7217391304347827
2025-04-04,app_sensitive_image_exp,1,Maldives,24,18,0.75
2025-04-04,app_sensitive_image_exp,0,Philippines,3,1,0.3333333333333333
2025-04-04,app_sensitive_image_exp,3,Turkey,3,0,0.0
2025-04-04,app_sensitive_image_exp,1,Poland,955,732,0.7664921465968586
2025-04-04,app_sensitive_image_exp,1,India,2608,1858,0.7124233128834356
2025-04-04,app_sensitive_image_exp,1,Spain,3597,2674,0.7433972755073672
2025-04-04,app_sensitive_image_exp,1,Hong Kong,639,428,0.6697965571205008
2025-04-04,app_sensitive_image_exp,1,Estonia,70,47,0.6714285714285714
2025-04-04,app_sensitive_image_exp,1,Cambodia,180,137,0.7611111111111111
2025-04-04,app_sensitive_image_exp,1,Tajikistan,7,6,0.8571428571428571
2025-04-04,app_sensitive_image_exp,1,Seychelles,42,32,0.7619047619047619
2025-04-04,app_sensitive_image_exp,1,Curaçao,12,10,0.8333333333333334
2025-04-04,app_sensitive_image_exp,0,Argentina,3,2,0.6666666666666666
2025-04-04,app_sensitive_image_exp,1,Timor-Leste,2,2,1.0
2025-04-04,app_sensitive_image_exp,0,Saudi Arabia,1,1,1.0
2025-04-04,app_sensitive_image_exp,2,Spain,1,1,1.0
2025-04-04,app_sensitive_image_exp,4,Argentina,2,0,0.0
2025-04-04,app_sensitive_image_exp,1,unknown,1574,1042,0.662007623888183
2025-04-04,app_sensitive_image_exp,1,Nicaragua,490,381,0.7775510204081633
2025-04-04,app_sensitive_image_exp,1,Panama,720,565,0.7847222222222222
2025-04-04,app_sensitive_image_exp,1,Burkina Faso,3,3,1.0
2025-04-04,app_sensitive_image_exp,1,Palestine,70,55,0.7857142857142857
2025-04-04,app_sensitive_image_exp,1,Albania,36,21,0.5833333333333334
2025-04-04,app_sensitive_image_exp,4,Bahrain,1,0,0.0
2025-04-04,app_sensitive_image_exp,0,India,1,1,1.0
2025-04-04,app_sensitive_image_exp,1,Sudan,8,6,0.75
2025-04-04,app_sensitive_image_exp,1,Gambia,1,1,1.0
2025-04-04,app_sensitive_image_exp,1,Venezuela,2371,1850,0.780261493040911
2025-04-04,app_sensitive_image_exp,1,North Macedonia,14,11,0.7857142857142857
2025-04-04,app_sensitive_image_exp,2,Argentina,4,0,0.0
2025-04-04,app_sensitive_image_exp,1,Eswatini,3,2,0.6666666666666666
2025-04-04,app_sensitive_image_exp,4,Philippines,3,0,0.0
2025-04-04,app_sensitive_image_exp,1,France,2784,1936,0.6954022988505747
2025-04-04,app_sensitive_image_exp,1,Paraguay,613,482,0.7862969004893964
2025-04-04,app_sensitive_image_exp,0,Mexico,24,11,0.4583333333333333
2025-04-04,app_sensitive_image_exp,1,Ethiopia,17,13,0.7647058823529411
2025-04-04,app_sensitive_image_exp,0,Peru,2,1,0.5
2025-04-04,app_sensitive_image_exp,1,Congo Republic,4,2,0.5
2025-04-04,app_sensitive_image_exp,1,Montenegro,10,6,0.6
2025-04-04,app_sensitive_image_exp,1,U.S. Virgin Islands,3,1,0.3333333333333333
2025-04-04,app_sensitive_image_exp,2,Venezuela,1,0,0.0
2025-04-04,app_sensitive_image_exp,1,Portugal,1201,940,0.7826810990840966
2025-04-04,app_sensitive_image_exp,1,Qatar,53,45,0.8490566037735849
2025-04-04,app_sensitive_image_exp,1,Angola,109,86,0.7889908256880734
2025-04-04,app_sensitive_image_exp,1,Cabo Verde,23,18,0.782608695652174
2025-04-04,app_sensitive_image_exp,2,Egypt,5,3,0.6
2025-04-04,app_sensitive_image_exp,1,Northern Mariana Islands,5,3,0.6
2025-04-04,app_sensitive_image_exp,2,Croatia,1,0,0.0
2025-04-04,app_sensitive_image_exp,1,El Salvador,588,462,0.7857142857142857
2025-04-04,app_sensitive_image_exp,1,Honduras,576,459,0.796875
2025-04-04,app_sensitive_image_exp,1,Luxembourg,34,29,0.8529411764705882
2025-04-04,app_sensitive_image_exp,1,Haiti,11,8,0.7272727272727273
2025-04-04,app_sensitive_image_exp,3,Saudi Arabia,1,0,0.0
2025-04-04,app_sensitive_image_exp,2,Malaysia,2,1,0.5
2025-04-04,app_sensitive_image_exp,1,Marshall Islands,1,1,1.0
2025-04-04,app_sensitive_image_exp,1,Saint Martin,2,2,1.0
2025-04-04,app_sensitive_image_exp,2,Netherlands,1,0,0.0
2025-04-04,app_sensitive_image_exp,1,Belarus,321,252,0.7850467289719626
2025-04-04,app_sensitive_image_exp,1,Ghana,34,21,0.6176470588235294
2025-04-04,app_sensitive_image_exp,1,Laos,76,55,0.7236842105263158
2025-04-04,app_sensitive_image_exp,1,Saint Lucia,6,6,1.0
2025-04-04,app_sensitive_image_exp,1,Federated States of Micronesia,1,1,1.0
2025-04-04,app_sensitive_image_exp,2,Panama,1,0,0.0
2025-04-04,app_sensitive_image_exp,1,United Kingdom,3164,2326,0.7351453855878635
2025-04-04,app_sensitive_image_exp,1,Italy,832,600,0.7211538461538461
2025-04-04,app_sensitive_image_exp,0,Brazil,26,15,0.5769230769230769
2025-04-04,app_sensitive_image_exp,1,Slovenia,66,49,0.7424242424242424
2025-04-04,app_sensitive_image_exp,1,Moldova,38,29,0.7631578947368421
2025-04-04,app_sensitive_image_exp,1,Lesotho,3,2,0.6666666666666666
2025-04-04,app_sensitive_image_exp,0,Indonesia,1,0,0.0
2025-04-04,app_sensitive_image_exp,1,Libya,76,52,0.6842105263157895
2025-04-04,app_sensitive_image_exp,1,Kazakhstan,355,277,0.780281690140845
2025-04-04,app_sensitive_image_exp,4,Brazil,18,7,0.3888888888888889
2025-04-04,app_sensitive_image_exp,1,Suriname,20,15,0.75
2025-04-04,app_sensitive_image_exp,4,Guatemala,1,1,1.0
2025-04-04,app_sensitive_image_exp,3,Vietnam,1,0,0.0
2025-04-04,app_sensitive_image_exp,1,Cameroon,7,3,0.42857142857142855
2025-04-04,app_sensitive_image_exp,0,Croatia,1,1,1.0
2025-04-04,app_sensitive_image_exp,1,Mexico,30498,23505,0.7707062758213653
2025-04-04,app_sensitive_image_exp,1,Thailand,8291,4687,0.5653117838620191
2025-04-04,app_sensitive_image_exp,1,Latvia,155,114,0.7354838709677419
2025-04-04,app_sensitive_image_exp,1,Georgia,83,72,0.8674698795180723
2025-04-04,app_sensitive_image_exp,1,Papua New Guinea,6,3,0.5
2025-04-04,app_sensitive_image_exp,2,Mexico,19,4,0.21052631578947367
2025-04-04,app_sensitive_image_exp,1,Malawi,6,4,0.6666666666666666
2025-04-04,app_sensitive_image_exp,0,Iran,1,0,0.0
2025-04-04,app_sensitive_image_exp,1,Martinique,12,10,0.8333333333333334
2025-04-04,app_sensitive_image_exp,1,Equatorial Guinea,3,2,0.6666666666666666
2025-04-04,app_sensitive_image_exp,1,Aruba,2,1,0.5
2025-04-04,app_sensitive_image_exp,2,Turkey,1,1,1.0
2025-04-04,app_sensitive_image_exp,2,Peru,1,0,0.0
2025-04-04,app_sensitive_image_exp,1,Armenia,19,13,0.6842105263157895
2025-04-04,app_sensitive_image_exp,1,Dominica,2,1,0.5
2025-04-04,app_sensitive_image_exp,0,Chile,1,1,1.0
2025-04-04,app_sensitive_image_exp,1,Senegal,11,7,0.6363636363636364
2025-04-04,app_sensitive_image_exp,1,Barbados,14,11,0.7857142857142857
2025-04-04,app_sensitive_image_exp,1,Sierra Leone,6,6,1.0
2025-04-04,app_sensitive_image_exp,1,Rwanda,2,2,1.0
2025-04-04,app_sensitive_image_exp,1,Djibouti,1,0,0.0
2025-04-04,app_sensitive_image_exp,2,Iraq,1,0,0.0
2025-04-04,app_sensitive_image_exp,1,Romania,849,651,0.7667844522968198
2025-04-04,app_sensitive_image_exp,1,Russia,6515,4925,0.7559478127398311
