dt,experiment_id,variation,country,active_users,d1,retention_d1
2025-04-06,app_sensitive_image_exp,1,Paraguay,666,470,0.7057057057057057
2025-04-06,app_sensitive_image_exp,1,Montenegro,9,8,0.8888888888888888
2025-04-06,app_sensitive_image_exp,1,Ethiopia,21,15,0.7142857142857143
2025-04-06,app_sensitive_image_exp,0,Mexico,19,5,0.2631578947368421
2025-04-06,app_sensitive_image_exp,1,Congo Republic,3,2,0.6666666666666666
2025-04-06,app_sensitive_image_exp,0,Dominican Republic,1,0,0.0
2025-04-06,app_sensitive_image_exp,0,Peru,3,3,1.0
2025-04-06,app_sensitive_image_exp,1,U.S. Virgin Islands,2,1,0.5
2025-04-06,app_sensitive_image_exp,1,Senegal,13,10,0.7692307692307693
2025-04-06,app_sensitive_image_exp,1,Djibouti,2,0,0.0
2025-04-06,app_sensitive_image_exp,1,Barbados,15,15,1.0
2025-04-06,app_sensitive_image_exp,0,Chile,4,0,0.0
2025-04-06,app_sensitive_image_exp,1,Armenia,26,13,0.5
2025-04-06,app_sensitive_image_exp,1,Sierra Leone,10,7,0.7
2025-04-06,app_sensitive_image_exp,1,Rwanda,5,3,0.6
2025-04-06,app_sensitive_image_exp,1,Dominica,1,1,1.0
2025-04-06,app_sensitive_image_exp,4,France,1,0,0.0
2025-04-06,app_sensitive_image_exp,1,Zambia,13,7,0.5384615384615384
2025-04-06,app_sensitive_image_exp,3,Argentina,7,2,0.2857142857142857
2025-04-06,app_sensitive_image_exp,2,Poland,1,1,1.0
2025-04-06,app_sensitive_image_exp,3,Sweden,2,1,0.5
2025-04-06,app_sensitive_image_exp,4,United Kingdom,1,0,0.0
2025-04-06,app_sensitive_image_exp,1,Peru,4492,3298,0.7341941228851291
2025-04-06,app_sensitive_image_exp,1,Tanzania,14,11,0.7857142857142857
2025-04-06,app_sensitive_image_exp,1,Dominican Republic,1081,768,0.7104532839962997
2025-04-06,app_sensitive_image_exp,1,Tonga,11,10,0.9090909090909091
2025-04-06,app_sensitive_image_exp,1,Afghanistan,10,7,0.7
2025-04-06,app_sensitive_image_exp,4,Venezuela,3,0,0.0
2025-04-06,app_sensitive_image_exp,1,Iceland,14,11,0.7857142857142857
2025-04-06,app_sensitive_image_exp,1,DR Congo,7,5,0.7142857142857143
2025-04-06,app_sensitive_image_exp,3,Portugal,2,0,0.0
2025-04-06,app_sensitive_image_exp,0,Malaysia,1,1,1.0
2025-04-06,app_sensitive_image_exp,0,Ukraine,2,1,0.5
2025-04-06,app_sensitive_image_exp,0,United Kingdom,1,0,0.0
2025-04-06,app_sensitive_image_exp,3,Croatia,1,0,0.0
2025-04-06,app_sensitive_image_exp,3,Pakistan,1,1,1.0
2025-04-06,app_sensitive_image_exp,1,Bahrain,41,32,0.7804878048780488
2025-04-06,app_sensitive_image_exp,1,New Zealand,253,186,0.7351778656126482
2025-04-06,app_sensitive_image_exp,1,Jamaica,142,90,0.6338028169014085
2025-04-06,app_sensitive_image_exp,2,Taiwan,1,0,0.0
2025-04-06,app_sensitive_image_exp,1,Gibraltar,13,10,0.7692307692307693
2025-04-06,app_sensitive_image_exp,3,Malaysia,3,1,0.3333333333333333
2025-04-06,app_sensitive_image_exp,1,British Virgin Islands,2,2,1.0
2025-04-06,app_sensitive_image_exp,0,Russia,7,4,0.5714285714285714
2025-04-06,app_sensitive_image_exp,0,Vietnam,1,1,1.0
2025-04-06,app_sensitive_image_exp,1,Tunisia,107,75,0.7009345794392523
2025-04-06,app_sensitive_image_exp,1,Croatia,385,317,0.8233766233766234
2025-04-06,app_sensitive_image_exp,1,Serbia,115,81,0.7043478260869566
2025-04-06,app_sensitive_image_exp,3,Brazil,42,9,0.21428571428571427
2025-04-06,app_sensitive_image_exp,1,Bosnia and Herzegovina,62,43,0.6935483870967742
2025-04-06,app_sensitive_image_exp,1,Isle of Man,4,2,0.5
2025-04-06,app_sensitive_image_exp,3,Mexico,17,2,0.11764705882352941
2025-04-06,app_sensitive_image_exp,1,Andorra,2,1,0.5
2025-04-06,app_sensitive_image_exp,1,St Vincent and Grenadines,7,3,0.42857142857142855
2025-04-06,app_sensitive_image_exp,3,Norway,1,0,0.0
2025-04-06,app_sensitive_image_exp,0,Spain,3,1,0.3333333333333333
2025-04-06,app_sensitive_image_exp,0,Lithuania,1,0,0.0
2025-04-06,app_sensitive_image_exp,4,Nigeria,1,1,1.0
2025-04-06,app_sensitive_image_exp,3,Panama,1,0,0.0
2025-04-06,app_sensitive_image_exp,1,Nepal,516,376,0.7286821705426356
2025-04-06,app_sensitive_image_exp,1,Somalia,14,13,0.9285714285714286
2025-04-06,app_sensitive_image_exp,2,Russia,5,3,0.6
2025-04-06,app_sensitive_image_exp,3,Myanmar,1,0,0.0
2025-04-06,app_sensitive_image_exp,4,Paraguay,1,1,1.0
2025-04-06,app_sensitive_image_exp,4,Kazakhstan,1,0,0.0
2025-04-06,app_sensitive_image_exp,1,Germany,4883,3642,0.745852959246365
2025-04-06,app_sensitive_image_exp,1,Netherlands,1425,903,0.6336842105263157
2025-04-06,app_sensitive_image_exp,1,Ireland,131,93,0.7099236641221374
2025-04-06,app_sensitive_image_exp,1,Mozambique,63,55,0.873015873015873
2025-04-06,app_sensitive_image_exp,0,Romania,1,1,1.0
2025-04-06,app_sensitive_image_exp,3,Poland,1,1,1.0
2025-04-06,app_sensitive_image_exp,1,Pakistan,1245,909,0.7301204819277108
2025-04-06,app_sensitive_image_exp,1,French Polynesia,3,3,1.0
2025-04-06,app_sensitive_image_exp,0,Bangladesh,2,0,0.0
2025-04-06,app_sensitive_image_exp,1,Bahamas,19,9,0.47368421052631576
2025-04-06,app_sensitive_image_exp,1,Mali,3,2,0.6666666666666666
2025-04-06,app_sensitive_image_exp,1,Indonesia,10855,6929,0.6383233532934132
2025-04-06,app_sensitive_image_exp,1,South Korea,623,196,0.3146067415730337
2025-04-06,app_sensitive_image_exp,1,Réunion,29,20,0.6896551724137931
2025-04-06,app_sensitive_image_exp,1,Gabon,15,13,0.8666666666666667
2025-04-06,app_sensitive_image_exp,4,Turkey,5,2,0.4
2025-04-06,app_sensitive_image_exp,0,Colombia,1,0,0.0
2025-04-06,app_sensitive_image_exp,1,Kiribati,1,1,1.0
2025-04-06,app_sensitive_image_exp,1,Argentina,9114,6823,0.7486284836515251
2025-04-06,app_sensitive_image_exp,1,Austria,253,169,0.6679841897233202
2025-04-06,app_sensitive_image_exp,1,Israel,448,343,0.765625
2025-04-06,app_sensitive_image_exp,1,Trinidad and Tobago,126,86,0.6825396825396826
2025-04-06,app_sensitive_image_exp,2,Costa Rica,1,0,0.0
2025-04-06,app_sensitive_image_exp,1,Greenland,1,1,1.0
2025-04-06,app_sensitive_image_exp,4,Panama,1,0,0.0
2025-04-06,app_sensitive_image_exp,4,Portugal,1,0,0.0
2025-04-06,app_sensitive_image_exp,1,Sweden,394,279,0.7081218274111675
2025-04-06,app_sensitive_image_exp,1,Algeria,493,349,0.7079107505070994
2025-04-06,app_sensitive_image_exp,1,Fiji,24,17,0.7083333333333334
2025-04-06,app_sensitive_image_exp,1,Bermuda,4,3,0.75
2025-04-06,app_sensitive_image_exp,2,Indonesia,2,0,0.0
2025-04-06,app_sensitive_image_exp,4,unknown,1,1,1.0
2025-04-06,app_sensitive_image_exp,0,Belarus,1,0,0.0
2025-04-06,app_sensitive_image_exp,1,South Africa,6797,4578,0.6735324407826982
2025-04-06,app_sensitive_image_exp,1,Canada,2930,1822,0.6218430034129693
2025-04-06,app_sensitive_image_exp,1,Nigeria,957,539,0.5632183908045977
2025-04-06,app_sensitive_image_exp,1,Jordan,109,66,0.6055045871559633
2025-04-06,app_sensitive_image_exp,1,Maldives,22,16,0.7272727272727273
2025-04-06,app_sensitive_image_exp,3,Turkey,5,2,0.4
2025-04-06,app_sensitive_image_exp,4,Ecuador,3,2,0.6666666666666666
2025-04-06,app_sensitive_image_exp,4,Thailand,2,1,0.5
2025-04-06,app_sensitive_image_exp,0,Philippines,1,0,0.0
2025-04-06,app_sensitive_image_exp,1,Morocco,1043,718,0.6883988494726749
2025-04-06,app_sensitive_image_exp,1,Cyprus,59,38,0.6440677966101694
2025-04-06,app_sensitive_image_exp,1,Kenya,77,54,0.7012987012987013
2025-04-06,app_sensitive_image_exp,3,Russia,2,0,0.0
2025-04-06,app_sensitive_image_exp,4,Russia,5,2,0.4
2025-04-06,app_sensitive_image_exp,1,Uganda,6,5,0.8333333333333334
2025-04-06,app_sensitive_image_exp,1,Benin,7,4,0.5714285714285714
2025-04-06,app_sensitive_image_exp,0,Venezuela,2,0,0.0
2025-04-06,app_sensitive_image_exp,4,Romania,1,0,0.0
2025-04-06,app_sensitive_image_exp,2,Germany,2,1,0.5
2025-04-06,app_sensitive_image_exp,2,Latvia,1,0,0.0
2025-04-06,app_sensitive_image_exp,3,South Africa,3,1,0.3333333333333333
2025-04-06,app_sensitive_image_exp,4,Netherlands,1,0,0.0
2025-04-06,app_sensitive_image_exp,2,Thailand,1,0,0.0
2025-04-06,app_sensitive_image_exp,1,Equatorial Guinea,2,2,1.0
2025-04-06,app_sensitive_image_exp,1,Martinique,14,10,0.7142857142857143
2025-04-06,app_sensitive_image_exp,2,Turkey,7,2,0.2857142857142857
2025-04-06,app_sensitive_image_exp,1,Aruba,3,2,0.6666666666666666
2025-04-06,app_sensitive_image_exp,2,Bolivia,1,0,0.0
2025-04-06,app_sensitive_image_exp,2,Peru,2,2,1.0
2025-04-06,app_sensitive_image_exp,1,Chile,7658,5186,0.677200313397754
2025-04-06,app_sensitive_image_exp,1,Colombia,4671,3451,0.7388139584671377
2025-04-06,app_sensitive_image_exp,1,Japan,748,566,0.7566844919786097
2025-04-06,app_sensitive_image_exp,1,Belgium,370,280,0.7567567567567568
2025-04-06,app_sensitive_image_exp,1,Lithuania,279,206,0.7383512544802867
2025-04-06,app_sensitive_image_exp,3,Peru,2,1,0.5
2025-04-06,app_sensitive_image_exp,0,France,4,3,0.75
2025-04-06,app_sensitive_image_exp,4,Saudi Arabia,1,0,0.0
2025-04-06,app_sensitive_image_exp,0,Bolivia,2,0,0.0
2025-04-06,app_sensitive_image_exp,3,Netherlands,1,0,0.0
2025-04-06,app_sensitive_image_exp,4,Chile,1,1,1.0
2025-04-06,app_sensitive_image_exp,1,Guinea,2,2,1.0
2025-04-06,app_sensitive_image_exp,1,Egypt,941,704,0.7481402763018066
2025-04-06,app_sensitive_image_exp,1,Vietnam,3627,2749,0.7579266611524677
2025-04-06,app_sensitive_image_exp,1,Azerbaijan,661,456,0.6898638426626323
2025-04-06,app_sensitive_image_exp,1,Czechia,546,418,0.7655677655677655
2025-04-06,app_sensitive_image_exp,1,Switzerland,207,140,0.6763285024154589
2025-04-06,app_sensitive_image_exp,1,China,153,114,0.7450980392156863
2025-04-06,app_sensitive_image_exp,4,Dominican Republic,1,1,1.0
2025-04-06,app_sensitive_image_exp,4,Honduras,1,1,1.0
2025-04-06,app_sensitive_image_exp,4,Canada,2,0,0.0
2025-04-06,app_sensitive_image_exp,4,Peru,1,0,0.0
2025-04-07,app_sensitive_image_exp,1,Peru,4299,3195,0.7431960921144453
2025-04-07,app_sensitive_image_exp,1,Dominican Republic,1057,764,0.7228003784295175
2025-04-07,app_sensitive_image_exp,1,Tanzania,20,11,0.55
2025-04-07,app_sensitive_image_exp,4,Iraq,2,0,0.0
2025-04-07,app_sensitive_image_exp,1,Afghanistan,12,9,0.75
2025-04-07,app_sensitive_image_exp,1,Tonga,14,10,0.7142857142857143
2025-04-07,app_sensitive_image_exp,1,Iceland,11,8,0.7272727272727273
2025-04-07,app_sensitive_image_exp,2,Colombia,6,0,0.0
2025-04-07,app_sensitive_image_exp,0,United Kingdom,1,0,0.0
2025-04-07,app_sensitive_image_exp,2,Saudi Arabia,1,0,0.0
2025-04-07,app_sensitive_image_exp,3,Portugal,1,0,0.0
2025-04-07,app_sensitive_image_exp,1,DR Congo,6,5,0.8333333333333334
2025-04-07,app_sensitive_image_exp,0,Ecuador,1,0,0.0
2025-04-07,app_sensitive_image_exp,4,Venezuela,2,0,0.0
2025-04-07,app_sensitive_image_exp,1,Brazil,101676,73933,0.7271430819465754
2025-04-07,app_sensitive_image_exp,1,Malaysia,9029,6531,0.7233359175988482
2025-04-07,app_sensitive_image_exp,1,Bangladesh,1246,925,0.7423756019261637
2025-04-07,app_sensitive_image_exp,2,United States,31,4,0.12903225806451613
2025-04-07,app_sensitive_image_exp,1,Madagascar,15,11,0.7333333333333333
2025-04-07,app_sensitive_image_exp,1,Guam,10,7,0.7
2025-04-07,app_sensitive_image_exp,4,Trinidad and Tobago,1,0,0.0
2025-04-07,app_sensitive_image_exp,0,Iraq,2,0,0.0
2025-04-07,app_sensitive_image_exp,1,Chad,1,1,1.0
2025-04-07,app_sensitive_image_exp,4,Bolivia,1,0,0.0
2025-04-07,app_sensitive_image_exp,1,Martinique,9,6,0.6666666666666666
2025-04-07,app_sensitive_image_exp,1,Aruba,4,2,0.5
2025-04-07,app_sensitive_image_exp,1,Equatorial Guinea,3,2,0.6666666666666666
2025-04-07,app_sensitive_image_exp,2,Peru,4,0,0.0
2025-04-07,app_sensitive_image_exp,2,Turkey,1,0,0.0
2025-04-07,app_sensitive_image_exp,4,Uruguay,1,1,1.0
2025-04-07,app_sensitive_image_exp,2,Bahrain,1,0,0.0
2025-04-07,app_sensitive_image_exp,1,Chile,6903,4951,0.7172243951904969
2025-04-07,app_sensitive_image_exp,1,Lithuania,329,242,0.7355623100303952
2025-04-07,app_sensitive_image_exp,1,Colombia,4604,3401,0.7387054735013032
2025-04-07,app_sensitive_image_exp,1,Japan,829,602,0.7261761158021713
2025-04-07,app_sensitive_image_exp,1,Belgium,352,268,0.7613636363636364
2025-04-07,app_sensitive_image_exp,0,Bolivia,1,1,1.0
2025-04-07,app_sensitive_image_exp,4,Chile,9,0,0.0
2025-04-07,app_sensitive_image_exp,1,Guinea,2,0,0.0
2025-04-07,app_sensitive_image_exp,3,Peru,3,0,0.0
2025-04-07,app_sensitive_image_exp,3,Costa Rica,1,0,0.0
2025-04-07,app_sensitive_image_exp,0,France,1,1,1.0
2025-04-07,app_sensitive_image_exp,4,Saudi Arabia,1,1,1.0
2025-04-07,app_sensitive_image_exp,1,Senegal,12,9,0.75
2025-04-07,app_sensitive_image_exp,1,Barbados,16,12,0.75
2025-04-07,app_sensitive_image_exp,1,Armenia,25,15,0.6
2025-04-07,app_sensitive_image_exp,1,Rwanda,5,4,0.8
2025-04-07,app_sensitive_image_exp,0,Chile,4,0,0.0
2025-04-07,app_sensitive_image_exp,1,Dominica,2,1,0.5
2025-04-07,app_sensitive_image_exp,1,Sierra Leone,9,7,0.7777777777777778
2025-04-07,app_sensitive_image_exp,3,Ghana,1,0,0.0
2025-04-07,app_sensitive_image_exp,0,Pakistan,1,0,0.0
2025-04-07,app_sensitive_image_exp,2,Iraq,1,0,0.0
2025-04-07,app_sensitive_image_exp,4,France,1,1,1.0
2025-04-07,app_sensitive_image_exp,1,Serbia,120,87,0.725
2025-04-07,app_sensitive_image_exp,1,Croatia,369,295,0.7994579945799458
2025-04-07,app_sensitive_image_exp,1,Bosnia and Herzegovina,59,43,0.7288135593220338
2025-04-07,app_sensitive_image_exp,1,Tunisia,104,81,0.7788461538461539
2025-04-07,app_sensitive_image_exp,4,Nigeria,1,0,0.0
2025-04-07,app_sensitive_image_exp,3,Brazil,97,11,0.1134020618556701
2025-04-07,app_sensitive_image_exp,3,Mexico,24,2,0.08333333333333333
2025-04-07,app_sensitive_image_exp,1,St Vincent and Grenadines,4,3,0.75
2025-04-07,app_sensitive_image_exp,1,Isle of Man,5,3,0.6
2025-04-07,app_sensitive_image_exp,2,Algeria,1,0,0.0
2025-04-07,app_sensitive_image_exp,1,San Marino,1,0,0.0
2025-04-07,app_sensitive_image_exp,1,Andorra,2,1,0.5
2025-04-07,app_sensitive_image_exp,3,Honduras,1,0,0.0
2025-04-07,app_sensitive_image_exp,0,Spain,1,0,0.0
2025-04-07,app_sensitive_image_exp,3,Panama,1,0,0.0
2025-04-07,app_sensitive_image_exp,4,Cambodia,1,0,0.0
2025-04-07,app_sensitive_image_exp,1,Oman,74,52,0.7027027027027027
2025-04-07,app_sensitive_image_exp,1,Puerto Rico,210,159,0.7571428571428571
2025-04-07,app_sensitive_image_exp,1,Uzbekistan,109,80,0.7339449541284404
2025-04-07,app_sensitive_image_exp,1,Denmark,129,101,0.7829457364341085
2025-04-07,app_sensitive_image_exp,1,Guernsey,1,0,0.0
2025-04-07,app_sensitive_image_exp,0,Nepal,1,0,0.0
2025-04-07,app_sensitive_image_exp,1,Kazakhstan,409,295,0.7212713936430318
2025-04-07,app_sensitive_image_exp,1,Libya,84,60,0.7142857142857143
2025-04-07,app_sensitive_image_exp,4,Brazil,105,17,0.1619047619047619
2025-04-07,app_sensitive_image_exp,1,Suriname,17,14,0.8235294117647058
2025-04-07,app_sensitive_image_exp,3,United Kingdom,1,0,0.0
2025-04-07,app_sensitive_image_exp,1,Cameroon,5,2,0.4
2025-04-07,app_sensitive_image_exp,0,Uruguay,1,1,1.0
2025-04-07,app_sensitive_image_exp,1,Liberia,1,0,0.0
2025-04-07,app_sensitive_image_exp,3,Trinidad and Tobago,1,0,0.0
2025-04-07,app_sensitive_image_exp,4,Guatemala,2,1,0.5
2025-04-07,app_sensitive_image_exp,0,Croatia,1,0,0.0
2025-04-07,app_sensitive_image_exp,1,Syria,108,81,0.75
2025-04-07,app_sensitive_image_exp,1,Guadeloupe,14,11,0.7857142857142857
2025-04-07,app_sensitive_image_exp,3,United States,32,0,0.0
2025-04-07,app_sensitive_image_exp,1,Bulgaria,109,77,0.7064220183486238
2025-04-07,app_sensitive_image_exp,3,Chile,6,1,0.16666666666666666
2025-04-07,app_sensitive_image_exp,3,Mauritania,1,0,0.0
2025-04-07,app_sensitive_image_exp,1,Antigua and Barbuda,6,5,0.8333333333333334
2025-04-07,app_sensitive_image_exp,4,Iran,1,0,0.0
2025-04-07,app_sensitive_image_exp,4,Vietnam,2,1,0.5
2025-04-07,app_sensitive_image_exp,2,Uruguay,1,0,0.0
2025-04-07,app_sensitive_image_exp,4,Egypt,2,0,0.0
2025-04-07,app_sensitive_image_exp,1,Åland,1,0,0.0
2025-04-07,app_sensitive_image_exp,1,Argentina,9103,6655,0.7310776667032847
2025-04-07,app_sensitive_image_exp,1,Israel,507,392,0.7731755424063116
2025-04-07,app_sensitive_image_exp,1,Trinidad and Tobago,120,82,0.6833333333333333
2025-04-07,app_sensitive_image_exp,1,Austria,215,166,0.772093023255814
2025-04-07,app_sensitive_image_exp,4,Panama,1,0,0.0
2025-04-07,app_sensitive_image_exp,1,Greenland,1,0,0.0
2025-04-07,app_sensitive_image_exp,4,Portugal,1,0,0.0
2025-04-07,app_sensitive_image_exp,1,Portugal,1367,1012,0.7403072421360644
2025-04-07,app_sensitive_image_exp,1,Qatar,57,39,0.6842105263157895
2025-04-07,app_sensitive_image_exp,1,Cabo Verde,23,17,0.7391304347826086
2025-04-07,app_sensitive_image_exp,1,Angola,129,102,0.7906976744186046
2025-04-07,app_sensitive_image_exp,1,Northern Mariana Islands,8,4,0.5
2025-04-07,app_sensitive_image_exp,1,Turks and Caicos Islands,2,2,1.0
2025-04-07,app_sensitive_image_exp,1,United States,45267,32034,0.7076678374975147
2025-04-07,app_sensitive_image_exp,1,Saudi Arabia,1495,1058,0.7076923076923077
2025-04-07,app_sensitive_image_exp,1,Philippines,8425,6260,0.7430267062314541
2025-04-07,app_sensitive_image_exp,1,Bolivia,1392,1014,0.728448275862069
2025-04-07,app_sensitive_image_exp,1,Greece,118,90,0.7627118644067796
2025-04-07,app_sensitive_image_exp,1,Mayotte,2,2,1.0
2025-04-07,app_sensitive_image_exp,2,Ukraine,2,0,0.0
2025-04-07,app_sensitive_image_exp,1,Sint Maarten,3,3,1.0
2025-04-07,app_sensitive_image_exp,3,Morocco,1,0,0.0
2025-04-07,app_sensitive_image_exp,1,Russia,7046,5312,0.7539029236446211
2025-04-07,app_sensitive_image_exp,1,Australia,1361,1034,0.7597354886113152
2025-04-07,app_sensitive_image_exp,1,Iraq,885,627,0.7084745762711865
2025-04-07,app_sensitive_image_exp,1,Romania,1000,762,0.762
2025-04-07,app_sensitive_image_exp,1,Zimbabwe,11,7,0.6363636363636364
2025-04-07,app_sensitive_image_exp,1,Kuwait,61,34,0.5573770491803278
2025-04-07,app_sensitive_image_exp,1,Yemen,28,18,0.6428571428571429
2025-04-07,app_sensitive_image_exp,0,Canada,1,0,0.0
2025-04-07,app_sensitive_image_exp,1,Grenada,4,4,1.0
2025-04-07,app_sensitive_image_exp,4,India,1,0,0.0
2025-04-07,app_sensitive_image_exp,3,Dominican Republic,1,0,0.0
2025-04-07,app_sensitive_image_exp,1,Finland,203,143,0.7044334975369458
2025-04-07,app_sensitive_image_exp,1,Taiwan,1505,1003,0.6664451827242525
2025-04-07,app_sensitive_image_exp,1,Lebanon,134,107,0.7985074626865671
2025-04-07,app_sensitive_image_exp,1,Malta,14,7,0.5
2025-04-07,app_sensitive_image_exp,1,French Guiana,5,3,0.6
2025-04-07,app_sensitive_image_exp,1,Samoa,2,2,1.0
2025-04-07,app_sensitive_image_exp,1,Morocco,979,705,0.7201225740551583
2025-04-07,app_sensitive_image_exp,1,Cyprus,62,41,0.6612903225806451
2025-04-07,app_sensitive_image_exp,1,Kenya,77,55,0.7142857142857143
2025-04-07,app_sensitive_image_exp,4,Russia,2,1,0.5
2025-04-07,app_sensitive_image_exp,1,Benin,7,3,0.42857142857142855
2025-04-07,app_sensitive_image_exp,1,Uganda,8,5,0.625
2025-04-07,app_sensitive_image_exp,2,Germany,2,0,0.0
2025-04-07,app_sensitive_image_exp,3,Russia,2,1,0.5
2025-04-07,app_sensitive_image_exp,2,Thailand,2,0,0.0
2025-04-07,app_sensitive_image_exp,0,Venezuela,1,1,1.0
2025-04-07,app_sensitive_image_exp,1,Costa Rica,758,569,0.7506596306068601
2025-04-07,app_sensitive_image_exp,1,Namibia,19,15,0.7894736842105263
2025-04-07,app_sensitive_image_exp,3,Canada,3,0,0.0
2025-04-07,app_sensitive_image_exp,1,American Samoa,10,7,0.7
2025-04-07,app_sensitive_image_exp,4,South Africa,2,0,0.0
2025-04-07,app_sensitive_image_exp,2,Chile,6,1,0.16666666666666666
2025-04-07,app_sensitive_image_exp,1,Germany,4714,3650,0.7742893508697497
2025-04-07,app_sensitive_image_exp,1,Netherlands,1281,917,0.7158469945355191
2025-04-07,app_sensitive_image_exp,1,Mozambique,69,57,0.8260869565217391
2025-04-07,app_sensitive_image_exp,1,Ireland,128,96,0.75
2025-04-07,app_sensitive_image_exp,4,Italy,1,0,0.0
2025-04-07,app_sensitive_image_exp,3,Japan,1,0,0.0
2025-04-07,app_sensitive_image_exp,2,India,1,0,0.0
2025-04-07,app_sensitive_image_exp,1,Pakistan,1261,927,0.7351308485329104
2025-04-07,app_sensitive_image_exp,1,Bahamas,12,9,0.75
2025-04-07,app_sensitive_image_exp,1,Mali,2,2,1.0
2025-04-07,app_sensitive_image_exp,1,French Polynesia,6,4,0.6666666666666666
2025-04-07,app_sensitive_image_exp,1,Zambia,11,9,0.8181818181818182
2025-04-07,app_sensitive_image_exp,2,Guatemala,1,0,0.0
2025-04-07,app_sensitive_image_exp,3,Argentina,3,0,0.0
2025-04-07,app_sensitive_image_exp,2,Poland,2,1,0.5
2025-04-07,app_sensitive_image_exp,2,Portugal,1,0,0.0
2025-04-07,app_sensitive_image_exp,1,Vietnam,3791,2535,0.6686890002637826
2025-04-07,app_sensitive_image_exp,1,Czechia,569,443,0.7785588752196837
2025-04-07,app_sensitive_image_exp,1,Egypt,953,706,0.7408184679958028
2025-04-07,app_sensitive_image_exp,1,China,147,111,0.7551020408163265
2025-04-07,app_sensitive_image_exp,1,Azerbaijan,614,429,0.6986970684039088
2025-04-07,app_sensitive_image_exp,1,Switzerland,207,160,0.7729468599033816
2025-04-07,app_sensitive_image_exp,4,Peru,3,0,0.0
2025-04-07,app_sensitive_image_exp,4,Canada,1,0,0.0
2025-04-07,app_sensitive_image_exp,4,Jordan,1,0,0.0
2025-04-07,app_sensitive_image_exp,1,Nauru,1,0,0.0
2025-04-07,app_sensitive_image_exp,4,Honduras,1,0,0.0
2025-04-07,app_sensitive_image_exp,1,France,3168,2270,0.7165404040404041
2025-04-07,app_sensitive_image_exp,1,Paraguay,665,463,0.6962406015037594
2025-04-07,app_sensitive_image_exp,0,Mexico,23,5,0.21739130434782608
2025-04-07,app_sensitive_image_exp,1,Ethiopia,21,13,0.6190476190476191
2025-04-07,app_sensitive_image_exp,1,Montenegro,10,7,0.7
2025-04-07,app_sensitive_image_exp,1,Congo Republic,5,2,0.4
2025-04-07,app_sensitive_image_exp,0,Peru,3,0,0.0
2025-04-07,app_sensitive_image_exp,2,Venezuela,3,0,0.0
2025-04-07,app_sensitive_image_exp,0,Azerbaijan,1,0,0.0
2025-04-07,app_sensitive_image_exp,1,U.S. Virgin Islands,2,1,0.5
2025-04-07,app_sensitive_image_exp,1,Ecuador,2508,1894,0.75518341307815
2025-04-07,app_sensitive_image_exp,1,Uruguay,876,645,0.7363013698630136
2025-04-07,app_sensitive_image_exp,1,Mongolia,93,68,0.7311827956989247
2025-04-07,app_sensitive_image_exp,1,Botswana,21,17,0.8095238095238095
2025-04-07,app_sensitive_image_exp,2,Vietnam,1,0,0.0
2025-04-07,app_sensitive_image_exp,1,Mexico,32208,23563,0.7315884252359662
2025-04-07,app_sensitive_image_exp,1,Thailand,6885,4331,0.6290486564996369
2025-04-07,app_sensitive_image_exp,1,Georgia,102,66,0.6470588235294118
2025-04-07,app_sensitive_image_exp,1,Latvia,138,103,0.7463768115942029
2025-04-07,app_sensitive_image_exp,2,Mexico,21,2,0.09523809523809523
2025-04-07,app_sensitive_image_exp,1,Papua New Guinea,5,2,0.4
2025-04-07,app_sensitive_image_exp,1,Malawi,7,6,0.8571428571428571
2025-04-07,app_sensitive_image_exp,1,St Kitts and Nevis,1,0,0.0
2025-04-07,app_sensitive_image_exp,0,Iran,2,0,0.0
2025-04-07,app_sensitive_image_exp,0,Nicaragua,1,0,0.0
2025-04-07,app_sensitive_image_exp,1,Nepal,526,371,0.7053231939163498
2025-04-07,app_sensitive_image_exp,1,Somalia,17,12,0.7058823529411765
2025-04-07,app_sensitive_image_exp,2,Russia,1,1,1.0
2025-04-07,app_sensitive_image_exp,1,Iran,3261,2549,0.7816620668506593
2025-04-07,app_sensitive_image_exp,1,Myanmar,267,196,0.7340823970037453
2025-04-07,app_sensitive_image_exp,1,Mauritius,50,38,0.76
2025-04-07,app_sensitive_image_exp,3,Germany,1,0,0.0
2025-04-07,app_sensitive_image_exp,1,Eritrea,1,1,1.0
2025-04-07,app_sensitive_image_exp,1,New Zealand,263,199,0.7566539923954373
2025-04-07,app_sensitive_image_exp,1,Jamaica,123,94,0.7642276422764228
2025-04-07,app_sensitive_image_exp,1,Bahrain,52,37,0.7115384615384616
2025-04-07,app_sensitive_image_exp,1,British Virgin Islands,4,4,1.0
2025-04-07,app_sensitive_image_exp,1,Gibraltar,12,8,0.6666666666666666
2025-04-07,app_sensitive_image_exp,0,Vietnam,1,0,0.0
2025-04-07,app_sensitive_image_exp,2,Taiwan,1,0,0.0
2025-04-07,app_sensitive_image_exp,3,Malaysia,2,0,0.0
2025-04-07,app_sensitive_image_exp,1,Sweden,377,276,0.7320954907161804
2025-04-07,app_sensitive_image_exp,1,Algeria,478,351,0.7343096234309623
2025-04-07,app_sensitive_image_exp,2,Indonesia,3,0,0.0
2025-04-07,app_sensitive_image_exp,1,Fiji,18,13,0.7222222222222222
2025-04-07,app_sensitive_image_exp,1,Bermuda,3,2,0.6666666666666666
